,election_year,fips,election_type,office,seat_status,democratic_raw_votes,republican_raw_votes,gov_raw_county_vote_totals_two_party
29036,2008.0,18043.0,G,GOV,Republican Incumbent,13020.0,22471.0,35491.0
29037,2012.0,18043.0,G,GOV,Republican Open Seat,14746.0,18990.0,33736.0
29038,2016.0,18043.0,G,GOV,Republican Open Seat,15176.0,20783.0,35959.0
29039,2020.0,18043.0,G,GOV,Republican Incumbent,14948.0,24972.0,39920.0
29074,2004.0,18045.0,G,GOV,Democratic Open Seat,2878.0,4786.0,7664.0
29075,2008.0,18045.0,G,GOV,Republican Incumbent,2816.0,4350.0,7166.0
29076,2012.0,18045.0,G,GOV,Republican Open Seat,2890.0,3762.0,6652.0
29077,2016.0,18045.0,G,GOV,Republican Open Seat,2404.0,4792.0,7196.0
29078,2020.0,18045.0,G,GOV,Republican Incumbent,1150.0,5189.0,6339.0
29113,2004.0,18047.0,G,GOV,Democratic Open Seat,3862.0,5822.0,9684.0
29114,2008.0,18047.0,G,GOV,Republican Incumbent,3674.0,6443.0,10117.0
29115,2012.0,18047.0,G,GOV,Republican Open Seat,2859.0,6970.0,9829.0
29116,2016.0,18047.0,G,GOV,Republican Open Seat,2697.0,7795.0,10492.0
29117,2020.0,18047.0,G,GOV,Republican Incumbent,1690.0,8633.0,10323.0
29152,2004.0,18049.0,G,GOV,Democratic Open Seat,3513.0,5103.0,8616.0
29153,2008.0,18049.0,G,GOV,Republican Incumbent,3493.0,5309.0,8802.0
29154,2012.0,18049.0,G,GOV,Republican Open Seat,3194.0,4534.0,7728.0
29155,2016.0,18049.0,G,GOV,Republican Open Seat,2977.0,5142.0,8119.0
29156,2020.0,18049.0,G,GOV,Republican Incumbent,1603.0,5436.0,7039.0
29191,2004.0,18051.0,G,GOV,Democratic Open Seat,7101.0,7289.0,14390.0
29192,2008.0,18051.0,G,GOV,Republican Incumbent,5757.0,9087.0,14844.0
29193,2012.0,18051.0,G,GOV,Republican Open Seat,6508.0,7731.0,14239.0
29194,2016.0,18051.0,G,GOV,Republican Open Seat,5969.0,9203.0,15172.0
29195,2020.0,18051.0,G,GOV,Republican Incumbent,2990.0,11607.0,14597.0
29230,2004.0,18053.0,G,GOV,Democratic Open Seat,11376.0,15543.0,26919.0
29231,2008.0,18053.0,G,GOV,Republican Incumbent,9431.0,16006.0,25437.0
29232,2012.0,18053.0,G,GOV,Republican Open Seat,10313.0,13827.0,24140.0
29233,2016.0,18053.0,G,GOV,Republican Open Seat,9257.0,14928.0,24185.0
29234,2020.0,18053.0,G,GOV,Republican Incumbent,5849.0,16847.0,22696.0
29269,2004.0,18055.0,G,GOV,Democratic Open Seat,6123.0,6791.0,12914.0
29270,2008.0,18055.0,G,GOV,Republican Incumbent,6261.0,6756.0,13017.0
29271,2012.0,18055.0,G,GOV,Republican Open Seat,7307.0,5486.0,12793.0
29272,2016.0,18055.0,G,GOV,Republican Open Seat,6610.0,6834.0,13444.0
29273,2020.0,18055.0,G,GOV,Republican Incumbent,2511.0,9579.0,12090.0
29308,2004.0,18057.0,G,GOV,Democratic Open Seat,27316.0,76433.0,103749.0
29309,2008.0,18057.0,G,GOV,Republican Incumbent,19442.0,106574.0,126016.0
29310,2012.0,18057.0,G,GOV,Republican Open Seat,41762.0,88070.0,129832.0
29311,2016.0,18057.0,G,GOV,Republican Open Seat,60176.0,90381.0,150557.0
29312,2020.0,18057.0,G,GOV,Republican Incumbent,58714.0,117749.0,176463.0
29347,2004.0,18059.0,G,GOV,Democratic Open Seat,8746.0,18825.0,27571.0
29348,2008.0,18059.0,G,GOV,Republican Incumbent,7053.0,26395.0,33448.0
29349,2012.0,18059.0,G,GOV,Republican Open Seat,10483.0,20331.0,30814.0
29350,2016.0,18059.0,G,GOV,Republican Open Seat,12350.0,22681.0,35031.0
29351,2020.0,18059.0,G,GOV,Republican Incumbent,8538.0,25647.0,34185.0
29386,2004.0,18061.0,G,GOV,Democratic Open Seat,7809.0,9242.0,17051.0
29387,2008.0,18061.0,G,GOV,Republican Incumbent,7447.0,10277.0,17724.0
29388,2012.0,18061.0,G,GOV,Republican Open Seat,6964.0,9997.0,16961.0
29389,2016.0,18061.0,G,GOV,Republican Open Seat,6303.0,11690.0,17993.0
29390,2020.0,18061.0,G,GOV,Republican Incumbent,4514.0,14083.0,18597.0
29425,2004.0,18063.0,G,GOV,Democratic Open Seat,15691.0,35761.0,51452.0
29426,2008.0,18063.0,G,GOV,Republican Incumbent,13381.0,49490.0,62871.0
29427,2012.0,18063.0,G,GOV,Republican Open Seat,22125.0,40245.0,62370.0
29428,2016.0,18063.0,G,GOV,Republican Open Seat,27180.0,45207.0,72387.0
29429,2020.0,18063.0,G,GOV,Republican Incumbent,23179.0,50697.0,73876.0
29464,2004.0,18065.0,G,GOV,Democratic Open Seat,8674.0,11408.0,20082.0
29465,2008.0,18065.0,G,GOV,Republican Incumbent,8519.0,12142.0,20661.0
29466,2012.0,18065.0,G,GOV,Republican Open Seat,8277.0,9439.0,17716.0
29467,2016.0,18065.0,G,GOV,Republican Open Seat,7551.0,10769.0,18320.0
29468,2020.0,18065.0,G,GOV,Republican Incumbent,4128.0,12491.0,16619.0
29503,2004.0,18067.0,G,GOV,Democratic Open Seat,16742.0,19885.0,36627.0
29504,2008.0,18067.0,G,GOV,Republican Incumbent,14143.0,23852.0,37995.0
29505,2012.0,18067.0,G,GOV,Republican Open Seat,16550.0,17811.0,34361.0
29506,2016.0,18067.0,G,GOV,Republican Open Seat,15812.0,19903.0,35715.0
29507,2020.0,18067.0,G,GOV,Republican Incumbent,9871.0,24359.0,34230.0
29542,2004.0,18069.0,G,GOV,Democratic Open Seat,4953.0,10484.0,15437.0
29543,2008.0,18069.0,G,GOV,Republican Incumbent,5139.0,10555.0,15694.0
29544,2012.0,18069.0,G,GOV,Republican Open Seat,5212.0,9623.0,14835.0
29545,2016.0,18069.0,G,GOV,Republican Open Seat,4941.0,10092.0,15033.0
29546,2020.0,18069.0,G,GOV,Republican Incumbent,2804.0,11759.0,14563.0
29581,2004.0,18071.0,G,GOV,Democratic Open Seat,6527.0,9587.0,16114.0
29582,2008.0,18071.0,G,GOV,Republican Incumbent,7218.0,9729.0,16947.0
29583,2012.0,18071.0,G,GOV,Republican Open Seat,6377.0,9613.0,15990.0
29584,2016.0,18071.0,G,GOV,Republican Open Seat,5613.0,11320.0,16933.0
29585,2020.0,18071.0,G,GOV,Republican Incumbent,3234.0,11714.0,14948.0
29620,2004.0,18073.0,G,GOV,Democratic Open Seat,4701.0,6781.0,11482.0
29621,2008.0,18073.0,G,GOV,Republican Incumbent,5419.0,6737.0,12156.0
29622,2012.0,18073.0,G,GOV,Republican Open Seat,5055.0,6987.0,12042.0
29623,2016.0,18073.0,G,GOV,Republican Open Seat,4730.0,8086.0,12816.0
29624,2020.0,18073.0,G,GOV,Republican Incumbent,2904.0,10378.0,13282.0
29659,2004.0,18075.0,G,GOV,Democratic Open Seat,3453.0,4537.0,7990.0
29660,2008.0,18075.0,G,GOV,Republican Incumbent,3404.0,4763.0,8167.0
29661,2012.0,18075.0,G,GOV,Republican Open Seat,3183.0,4326.0,7509.0
29662,2016.0,18075.0,G,GOV,Republican Open Seat,2935.0,4603.0,7538.0
29663,2020.0,18075.0,G,GOV,Republican Incumbent,1240.0,5227.0,6467.0
29698,2004.0,18077.0,G,GOV,Democratic Open Seat,6109.0,6542.0,12651.0
29699,2008.0,18077.0,G,GOV,Republican Incumbent,6127.0,6671.0,12798.0
29700,2012.0,18077.0,G,GOV,Republican Open Seat,5610.0,6715.0,12325.0
29701,2016.0,18077.0,G,GOV,Republican Open Seat,5373.0,7505.0,12878.0
29702,2020.0,18077.0,G,GOV,Republican Incumbent,3711.0,9076.0,12787.0
29737,2004.0,18079.0,G,GOV,Democratic Open Seat,4482.0,5806.0,10288.0
29738,2008.0,18079.0,G,GOV,Republican Incumbent,5373.0,6016.0,11389.0
29739,2012.0,18079.0,G,GOV,Republican Open Seat,4028.0,5653.0,9681.0
29740,2016.0,18079.0,G,GOV,Republican Open Seat,3609.0,7089.0,10698.0
29741,2020.0,18079.0,G,GOV,Republican Incumbent,1930.0,7547.0,9477.0
29776,2004.0,18081.0,G,GOV,Democratic Open Seat,16253.0,34269.0,50522.0
29777,2008.0,18081.0,G,GOV,Republican Incumbent,11813.0,44743.0,56556.0
29778,2012.0,18081.0,G,GOV,Republican Open Seat,18271.0,36168.0,54439.0
29779,2016.0,18081.0,G,GOV,Republican Open Seat,22263.0,42465.0,64728.0
29780,2020.0,18081.0,G,GOV,Republican Incumbent,17630.0,47467.0,65097.0
29815,2004.0,18083.0,G,GOV,Democratic Open Seat,7797.0,7569.0,15366.0
29816,2008.0,18083.0,G,GOV,Republican Incumbent,8165.0,7119.0,15284.0
29817,2012.0,18083.0,G,GOV,Republican Open Seat,9911.0,5031.0,14942.0
29818,2016.0,18083.0,G,GOV,Republican Open Seat,8597.0,6511.0,15108.0
29819,2020.0,18083.0,G,GOV,Republican Incumbent,2809.0,11210.0,14019.0
29854,2004.0,18085.0,G,GOV,Democratic Open Seat,7885.0,20047.0,27932.0
29855,2008.0,18085.0,G,GOV,Republican Incumbent,8825.0,19901.0,28726.0
29856,2012.0,18085.0,G,GOV,Republican Open Seat,8303.0,20530.0,28833.0
29857,2016.0,18085.0,G,GOV,Republican Open Seat,8454.0,22296.0,30750.0
29858,2020.0,18085.0,G,GOV,Republican Incumbent,5784.0,23029.0,28813.0
29893,2004.0,18087.0,G,GOV,Democratic Open Seat,3171.0,5748.0,8919.0
29894,2008.0,18087.0,G,GOV,Republican Incumbent,3727.0,5441.0,9168.0
29895,2012.0,18087.0,G,GOV,Republican Open Seat,3257.0,5654.0,8911.0
29896,2016.0,18087.0,G,GOV,Republican Open Seat,2951.0,6316.0,9267.0
29897,2020.0,18087.0,G,GOV,Republican Incumbent,1690.0,7520.0,9210.0
29932,2004.0,18089.0,G,GOV,Democratic Open Seat,118697.0,61720.0,180417.0
29933,2008.0,18089.0,G,GOV,Republican Incumbent,122111.0,66145.0,188256.0
29934,2012.0,18089.0,G,GOV,Republican Open Seat,122324.0,55776.0,178100.0
29935,2016.0,18089.0,G,GOV,Republican Open Seat,127491.0,64997.0,192488.0
29936,2020.0,18089.0,G,GOV,Republican Incumbent,112352.0,94841.0,207193.0
29971,2004.0,18091.0,G,GOV,Democratic Open Seat,25049.0,16234.0,41283.0
29972,2008.0,18091.0,G,GOV,Republican Incumbent,28922.0,15495.0,44417.0
29973,2012.0,18091.0,G,GOV,Republican Open Seat,24190.0,16164.0,40354.0
29974,2016.0,18091.0,G,GOV,Republican Open Seat,24139.0,18465.0,42604.0
29975,2020.0,18091.0,G,GOV,Republican Incumbent,18133.0,26129.0,44262.0
30010,2004.0,18093.0,G,GOV,Democratic Open Seat,5904.0,11480.0,17384.0
30011,2008.0,18093.0,G,GOV,Republican Incumbent,7281.0,10504.0,17785.0
30012,2012.0,18093.0,G,GOV,Republican Open Seat,6830.0,10094.0,16924.0
30013,2016.0,18093.0,G,GOV,Republican Open Seat,6402.0,11683.0,18085.0
30014,2020.0,18093.0,G,GOV,Republican Incumbent,3616.0,13371.0,16987.0
30049,2004.0,18095.0,G,GOV,Democratic Open Seat,25972.0,28142.0,54114.0
30050,2008.0,18095.0,G,GOV,Republican Incumbent,21776.0,34028.0,55804.0
30051,2012.0,18095.0,G,GOV,Republican Open Seat,25393.0,24052.0,49445.0
30052,2016.0,18095.0,G,GOV,Republican Open Seat,24041.0,27579.0,51620.0
30053,2020.0,18095.0,G,GOV,Republican Incumbent,14254.0,29434.0,43688.0
30088,2004.0,18097.0,G,GOV,Democratic Open Seat,167097.0,148825.0,315922.0
30089,2008.0,18097.0,G,GOV,Republican Incumbent,160318.0,209955.0,370273.0
30090,2012.0,18097.0,G,GOV,Republican Open Seat,210119.0,129501.0,339620.0
30091,2016.0,18097.0,G,GOV,Republican Open Seat,226116.0,127462.0,353578.0
30092,2020.0,18097.0,G,GOV,Republican Incumbent,203475.0,152405.0,355880.0
30127,2004.0,18099.0,G,GOV,Democratic Open Seat,6756.0,10745.0,17501.0
30128,2008.0,18099.0,G,GOV,Republican Incumbent,7447.0,10314.0,17761.0
30129,2012.0,18099.0,G,GOV,Republican Open Seat,7112.0,9901.0,17013.0
30130,2016.0,18099.0,G,GOV,Republican Open Seat,6772.0,10481.0,17253.0
30131,2020.0,18099.0,G,GOV,Republican Incumbent,4025.0,13145.0,17170.0
30166,2004.0,18101.0,G,GOV,Democratic Open Seat,2205.0,2664.0,4869.0
30167,2008.0,18101.0,G,GOV,Republican Incumbent,2030.0,2714.0,4744.0
30168,2012.0,18101.0,G,GOV,Republican Open Seat,2050.0,2471.0,4521.0
30169,2016.0,18101.0,G,GOV,Republican Open Seat,1823.0,2829.0,4652.0
30170,2020.0,18101.0,G,GOV,Republican Incumbent,709.0,3232.0,3941.0
30205,2004.0,18103.0,G,GOV,Democratic Open Seat,5062.0,8155.0,13217.0
30206,2008.0,18103.0,G,GOV,Republican Incumbent,5174.0,7816.0,12990.0
30207,2012.0,18103.0,G,GOV,Republican Open Seat,4985.0,6892.0,11877.0
30208,2016.0,18103.0,G,GOV,Republican Open Seat,4596.0,8094.0,12690.0
30209,2020.0,18103.0,G,GOV,Republican Incumbent,2439.0,9208.0,11647.0
30244,2004.0,18105.0,G,GOV,Democratic Open Seat,26317.0,22031.0,48348.0
30245,2008.0,18105.0,G,GOV,Republican Incumbent,30026.0,28482.0,58508.0
30246,2012.0,18105.0,G,GOV,Republican Open Seat,33628.0,20176.0,53804.0
30247,2016.0,18105.0,G,GOV,Republican Open Seat,36304.0,19915.0,56219.0
30248,2020.0,18105.0,G,GOV,Republican Incumbent,33033.0,24605.0,57638.0
30283,2004.0,18107.0,G,GOV,Democratic Open Seat,4711.0,9639.0,14350.0
30284,2008.0,18107.0,G,GOV,Republican Incumbent,3605.0,11304.0,14909.0
30285,2012.0,18107.0,G,GOV,Republican Open Seat,5522.0,8147.0,13669.0
30286,2016.0,18107.0,G,GOV,Republican Open Seat,5201.0,9412.0,14613.0
30287,2020.0,18107.0,G,GOV,Republican Incumbent,2812.0,10587.0,13399.0
30322,2004.0,18109.0,G,GOV,Democratic Open Seat,8740.0,16716.0,25456.0
30323,2008.0,18109.0,G,GOV,Republican Incumbent,7570.0,19818.0,27388.0
30324,2012.0,18109.0,G,GOV,Republican Open Seat,9297.0,17082.0,26379.0
30325,2016.0,18109.0,G,GOV,Republican Open Seat,9356.0,20430.0,29786.0
30326,2020.0,18109.0,G,GOV,Republican Incumbent,5602.0,22161.0,27763.0
30361,2004.0,18111.0,G,GOV,Democratic Open Seat,2531.0,3164.0,5695.0
30362,2008.0,18111.0,G,GOV,Republican Incumbent,2822.0,2999.0,5821.0
30363,2012.0,18111.0,G,GOV,Republican Open Seat,2287.0,3015.0,5302.0
30364,2016.0,18111.0,G,GOV,Republican Open Seat,2066.0,3484.0,5550.0
30365,2020.0,18111.0,G,GOV,Republican Incumbent,1148.0,4358.0,5506.0
30400,2004.0,18113.0,G,GOV,Democratic Open Seat,5863.0,9570.0,15433.0
30401,2008.0,18113.0,G,GOV,Republican Incumbent,6951.0,9408.0,16359.0
30402,2012.0,18113.0,G,GOV,Republican Open Seat,6047.0,9405.0,15452.0
30403,2016.0,18113.0,G,GOV,Republican Open Seat,5512.0,10475.0,15987.0
30404,2020.0,18113.0,G,GOV,Republican Incumbent,3237.0,12498.0,15735.0
30439,2004.0,18115.0,G,GOV,Democratic Open Seat,1328.0,1512.0,2840.0
30440,2008.0,18115.0,G,GOV,Republican Incumbent,1197.0,1590.0,2787.0
30441,2012.0,18115.0,G,GOV,Republican Open Seat,1086.0,1556.0,2642.0
30442,2016.0,18115.0,G,GOV,Republican Open Seat,996.0,1805.0,2801.0
30443,2020.0,18115.0,G,GOV,Republican Incumbent,641.0,2210.0,2851.0
30478,2004.0,18117.0,G,GOV,Democratic Open Seat,3621.0,4818.0,8439.0
30479,2008.0,18117.0,G,GOV,Republican Incumbent,3760.0,4046.0,7806.0
30480,2012.0,18117.0,G,GOV,Republican Open Seat,3273.0,4114.0,7387.0
30481,2016.0,18117.0,G,GOV,Republican Open Seat,2971.0,4827.0,7798.0
30482,2020.0,18117.0,G,GOV,Republican Incumbent,1952.0,5591.0,7543.0
30517,2004.0,18119.0,G,GOV,Democratic Open Seat,3249.0,4179.0,7428.0
30518,2008.0,18119.0,G,GOV,Republican Incumbent,3074.0,4717.0,7791.0
30519,2012.0,18119.0,G,GOV,Republican Open Seat,3456.0,4164.0,7620.0
30520,2016.0,18119.0,G,GOV,Republican Open Seat,3073.0,5085.0,8158.0
30521,2020.0,18119.0,G,GOV,Republican Incumbent,1852.0,5857.0,7709.0
30556,2004.0,18121.0,G,GOV,Democratic Open Seat,3101.0,3745.0,6846.0
30557,2008.0,18121.0,G,GOV,Republican Incumbent,3240.0,3553.0,6793.0
30558,2012.0,18121.0,G,GOV,Republican Open Seat,2821.0,3372.0,6193.0
30559,2016.0,18121.0,G,GOV,Republican Open Seat,2608.0,3824.0,6432.0
30560,2020.0,18121.0,G,GOV,Republican Incumbent,1127.0,4766.0,5893.0
30595,2004.0,18123.0,G,GOV,Democratic Open Seat,4640.0,3559.0,8199.0
30596,2008.0,18123.0,G,GOV,Republican Incumbent,5133.0,3169.0,8302.0
30597,2012.0,18123.0,G,GOV,Republican Open Seat,4524.0,3132.0,7656.0
30598,2016.0,18123.0,G,GOV,Republican Open Seat,4222.0,3520.0,7742.0
30599,2020.0,18123.0,G,GOV,Republican Incumbent,2518.0,5523.0,8041.0
30634,2004.0,18125.0,G,GOV,Democratic Open Seat,3510.0,2517.0,6027.0
30635,2008.0,18125.0,G,GOV,Republican Incumbent,2924.0,2850.0,5774.0
30636,2012.0,18125.0,G,GOV,Republican Open Seat,3066.0,2661.0,5727.0
30637,2016.0,18125.0,G,GOV,Republican Open Seat,2671.0,3114.0,5785.0
30638,2020.0,18125.0,G,GOV,Republican Incumbent,1092.0,4199.0,5291.0
30673,2004.0,18127.0,G,GOV,Democratic Open Seat,35206.0,27565.0,62771.0
30674,2008.0,18127.0,G,GOV,Republican Incumbent,39519.0,31388.0,70907.0
30675,2012.0,18127.0,G,GOV,Republican Open Seat,40154.0,29503.0,69657.0
30676,2016.0,18127.0,G,GOV,Republican Open Seat,41563.0,32913.0,74476.0
30677,2020.0,18127.0,G,GOV,Republican Incumbent,33397.0,45996.0,79393.0
30712,2004.0,18129.0,G,GOV,Democratic Open Seat,5525.0,6252.0,11777.0
30713,2008.0,18129.0,G,GOV,Republican Incumbent,4592.0,7983.0,12575.0
30714,2012.0,18129.0,G,GOV,Republican Open Seat,5344.0,6457.0,11801.0
30715,2016.0,18129.0,G,GOV,Republican Open Seat,5028.0,7202.0,12230.0
30716,2020.0,18129.0,G,GOV,Republican Incumbent,2773.0,9648.0,12421.0
30751,2004.0,18131.0,G,GOV,Democratic Open Seat,2267.0,3185.0,5452.0
30752,2008.0,18131.0,G,GOV,Republican Incumbent,2524.0,3096.0,5620.0
30753,2012.0,18131.0,G,GOV,Republican Open Seat,2189.0,2809.0,4998.0
30754,2016.0,18131.0,G,GOV,Republican Open Seat,2069.0,3001.0,5070.0
30755,2020.0,18131.0,G,GOV,Republican Incumbent,1019.0,3874.0,4893.0
30790,2004.0,18133.0,G,GOV,Democratic Open Seat,4984.0,8002.0,12986.0
30791,2008.0,18133.0,G,GOV,Republican Incumbent,4597.0,9443.0,14040.0
30792,2012.0,18133.0,G,GOV,Republican Open Seat,5309.0,7558.0,12867.0
30793,2016.0,18133.0,G,GOV,Republican Open Seat,5049.0,9094.0,14143.0
30794,2020.0,18133.0,G,GOV,Republican Incumbent,2876.0,9375.0,12251.0
30829,2004.0,18135.0,G,GOV,Democratic Open Seat,4628.0,6274.0,10902.0
30830,2008.0,18135.0,G,GOV,Republican Incumbent,3987.0,6268.0,10255.0
30831,2012.0,18135.0,G,GOV,Republican Open Seat,3939.0,5709.0,9648.0
30832,2016.0,18135.0,G,GOV,Republican Open Seat,3621.0,6094.0,9715.0
30833,2020.0,18135.0,G,GOV,Republican Incumbent,1863.0,7399.0,9262.0
30868,2004.0,18137.0,G,GOV,Democratic Open Seat,4635.0,6925.0,11560.0
30869,2008.0,18137.0,G,GOV,Republican Incumbent,4342.0,7347.0,11689.0
30870,2012.0,18137.0,G,GOV,Republican Open Seat,3224.0,7018.0,10242.0
30871,2016.0,18137.0,G,GOV,Republican Open Seat,3540.0,8948.0,12488.0
30872,2020.0,18137.0,G,GOV,Republican Incumbent,2231.0,9518.0,11749.0
30907,2004.0,18139.0,G,GOV,Democratic Open Seat,2676.0,4529.0,7205.0
30908,2008.0,18139.0,G,GOV,Republican Incumbent,2311.0,5071.0,7382.0
30909,2012.0,18139.0,G,GOV,Republican Open Seat,2370.0,4120.0,6490.0
30910,2016.0,18139.0,G,GOV,Republican Open Seat,2440.0,4393.0,6833.0
30911,2020.0,18139.0,G,GOV,Republican Incumbent,1215.0,4949.0,6164.0
30946,2004.0,18141.0,G,GOV,Democratic Open Seat,58327.0,49198.0,107525.0
30947,2008.0,18141.0,G,GOV,Republican Incumbent,59259.0,56176.0,115435.0
30948,2012.0,18141.0,G,GOV,Republican Open Seat,59411.0,47182.0,106593.0
30949,2016.0,18141.0,G,GOV,Republican Open Seat,57835.0,48839.0,106674.0
30950,2020.0,18141.0,G,GOV,Republican Incumbent,48610.0,60696.0,109306.0
30985,2004.0,18143.0,G,GOV,Democratic Open Seat,4681.0,3862.0,8543.0
30986,2008.0,18143.0,G,GOV,Republican Incumbent,4330.0,4414.0,8744.0
30987,2012.0,18143.0,G,GOV,Republican Open Seat,4287.0,4069.0,8356.0
30988,2016.0,18143.0,G,GOV,Republican Open Seat,3830.0,4869.0,8699.0
30989,2020.0,18143.0,G,GOV,Republican Incumbent,2295.0,6062.0,8357.0
31024,2004.0,18145.0,G,GOV,Democratic Open Seat,5885.0,9862.0,15747.0
31025,2008.0,18145.0,G,GOV,Republican Incumbent,5259.0,11774.0,17033.0
31026,2012.0,18145.0,G,GOV,Republican Open Seat,5995.0,9650.0,15645.0
31027,2016.0,18145.0,G,GOV,Republican Open Seat,6162.0,10998.0,17160.0
31028,2020.0,18145.0,G,GOV,Republican Incumbent,3499.0,12269.0,15768.0
31063,2004.0,18147.0,G,GOV,Democratic Open Seat,4612.0,5183.0,9795.0
31064,2008.0,18147.0,G,GOV,Republican Incumbent,4418.0,5527.0,9945.0
31065,2012.0,18147.0,G,GOV,Republican Open Seat,4385.0,5059.0,9444.0
31066,2016.0,18147.0,G,GOV,Republican Open Seat,4030.0,5511.0,9541.0
31067,2020.0,18147.0,G,GOV,Republican Incumbent,2461.0,7272.0,9733.0
31102,2004.0,18149.0,G,GOV,Democratic Open Seat,4539.0,4024.0,8563.0
31103,2008.0,18149.0,G,GOV,Republican Incumbent,4726.0,4339.0,9065.0
31104,2012.0,18149.0,G,GOV,Republican Open Seat,4291.0,3828.0,8119.0
31105,2016.0,18149.0,G,GOV,Republican Open Seat,3903.0,4694.0,8597.0
31106,2020.0,18149.0,G,GOV,Republican Incumbent,2026.0,6730.0,8756.0
31141,2004.0,18151.0,G,GOV,Democratic Open Seat,4915.0,7684.0,12599.0
31142,2008.0,18151.0,G,GOV,Republican Incumbent,5822.0,7896.0,13718.0
31143,2012.0,18151.0,G,GOV,Republican Open Seat,5314.0,7777.0,13091.0
31144,2016.0,18151.0,G,GOV,Republican Open Seat,4917.0,9180.0,14097.0
31145,2020.0,18151.0,G,GOV,Republican Incumbent,2939.0,11407.0,14346.0
31180,2004.0,18153.0,G,GOV,Democratic Open Seat,4530.0,3687.0,8217.0
31181,2008.0,18153.0,G,GOV,Republican Incumbent,4779.0,3463.0,8242.0
31182,2012.0,18153.0,G,GOV,Republican Open Seat,5179.0,2948.0,8127.0
31183,2016.0,18153.0,G,GOV,Republican Open Seat,4720.0,3623.0,8343.0
31184,2020.0,18153.0,G,GOV,Republican Incumbent,1550.0,6009.0,7559.0
31219,2004.0,18155.0,G,GOV,Democratic Open Seat,1780.0,1780.0,3560.0
31220,2008.0,18155.0,G,GOV,Republican Incumbent,1776.0,1730.0,3506.0
31221,2012.0,18155.0,G,GOV,Republican Open Seat,1489.0,1666.0,3155.0
31222,2016.0,18155.0,G,GOV,Republican Open Seat,1379.0,2116.0,3495.0
31223,2020.0,18155.0,G,GOV,Republican Incumbent,822.0,2846.0,3668.0
31258,2004.0,18157.0,G,GOV,Democratic Open Seat,22504.0,28458.0,50962.0
31259,2008.0,18157.0,G,GOV,Republican Incumbent,23980.0,41740.0,65720.0
31260,2012.0,18157.0,G,GOV,Republican Open Seat,27669.0,25749.0,53418.0
31261,2016.0,18157.0,G,GOV,Republican Open Seat,30234.0,30141.0,60375.0
31262,2020.0,18157.0,G,GOV,Republican Incumbent,26179.0,37979.0,64158.0
31297,2004.0,18159.0,G,GOV,Democratic Open Seat,2973.0,4729.0,7702.0
31298,2008.0,18159.0,G,GOV,Republican Incumbent,2376.0,5244.0,7620.0
31299,2012.0,18159.0,G,GOV,Republican Open Seat,2752.0,4136.0,6888.0
31300,2016.0,18159.0,G,GOV,Republican Open Seat,2492.0,4712.0,7204.0
31301,2020.0,18159.0,G,GOV,Republican Incumbent,1200.0,5169.0,6369.0
31336,2004.0,18161.0,G,GOV,Democratic Open Seat,1217.0,2040.0,3257.0
31337,2008.0,18161.0,G,GOV,Republican Incumbent,1412.0,1756.0,3168.0
31338,2012.0,18161.0,G,GOV,Republican Open Seat,940.0,1963.0,2903.0
31339,2016.0,18161.0,G,GOV,Republican Open Seat,936.0,2179.0,3115.0
31340,2020.0,18161.0,G,GOV,Republican Incumbent,603.0,2533.0,3136.0
31375,2004.0,18163.0,G,GOV,Democratic Open Seat,34819.0,34129.0,68948.0
31376,2008.0,18163.0,G,GOV,Republican Incumbent,28090.0,48033.0,76123.0
31377,2012.0,18163.0,G,GOV,Republican Open Seat,32869.0,36529.0,69398.0
31378,2016.0,18163.0,G,GOV,Republican Open Seat,32370.0,38188.0,70558.0
31379,2020.0,18163.0,G,GOV,Republican Incumbent,27242.0,46490.0,73732.0
31414,2004.0,18165.0,G,GOV,Democratic Open Seat,4121.0,2769.0,6890.0
31415,2008.0,18165.0,G,GOV,Republican Incumbent,4164.0,2769.0,6933.0
31416,2012.0,18165.0,G,GOV,Republican Open Seat,3639.0,2617.0,6256.0
31417,2016.0,18165.0,G,GOV,Republican Open Seat,3339.0,3279.0,6618.0
31418,2020.0,18165.0,G,GOV,Republican Incumbent,1531.0,4938.0,6469.0
31453,2004.0,18167.0,G,GOV,Democratic Open Seat,22054.0,16804.0,38858.0
31454,2008.0,18167.0,G,GOV,Republican Incumbent,20448.0,21941.0,42389.0
31455,2012.0,18167.0,G,GOV,Republican Open Seat,22992.0,15013.0,38005.0
31456,2016.0,18167.0,G,GOV,Republican Open Seat,21841.0,16772.0,38613.0
31457,2020.0,18167.0,G,GOV,Republican Incumbent,13999.0,25917.0,39916.0
31492,2004.0,18169.0,G,GOV,Democratic Open Seat,4569.0,8691.0,13260.0
31493,2008.0,18169.0,G,GOV,Republican Incumbent,4434.0,8578.0,13012.0
31494,2012.0,18169.0,G,GOV,Republican Open Seat,4512.0,7622.0,12134.0
31495,2016.0,18169.0,G,GOV,Republican Open Seat,4262.0,8636.0,12898.0
31496,2020.0,18169.0,G,GOV,Republican Incumbent,2421.0,9111.0,11532.0
31531,2004.0,18171.0,G,GOV,Democratic Open Seat,1679.0,2214.0,3893.0
31532,2008.0,18171.0,G,GOV,Republican Incumbent,1804.0,2057.0,3861.0
