,election_year,fips,election_type,office,seat_status,democratic_raw_votes,republican_raw_votes,senate_raw_county_vote_totals_two_party
73047,2016.0,37151,G,SEN,Republican Senator re-election,13208.0,48048.0,61256.0
73048,2020.0,37151,G,SEN,Republican Senator re-election,15973.0,53357.0,69330.0
73081,2002.0,37153,G,SEN,Republican open seat,6600.0,4167.0,10767.0
73082,2004.0,37153,G,SEN,Democratic open seat,9221.0,6574.0,15795.0
73083,2008.0,37153,G,SEN,Republican Senator re-election,11199.0,7088.0,18287.0
73084,2010.0,37153,G,SEN,Republican Senator re-election,6454.0,5507.0,11961.0
73085,2014.0,37153,G,SEN,Democratic Senator re-election,6515.0,5668.0,12183.0
73086,2016.0,37153,G,SEN,Republican Senator re-election,8430.0,9732.0,18162.0
73087,2020.0,37153,G,SEN,Republican Senator re-election,8510.0,11002.0,19512.0
73120,2002.0,37155,G,SEN,Republican open seat,12864.0,7410.0,20274.0
73121,2004.0,37155,G,SEN,Democratic open seat,20896.0,13025.0,33921.0
73122,2008.0,37155,G,SEN,Republican Senator re-election,23799.0,16161.0,39960.0
73123,2010.0,37155,G,SEN,Republican Senator re-election,12001.0,10548.0,22549.0
73124,2014.0,37155,G,SEN,Democratic Senator re-election,13086.0,10751.0,23837.0
73125,2016.0,37155,G,SEN,Republican Senator re-election,19053.0,19792.0,38845.0
73126,2020.0,37155,G,SEN,Republican Senator re-election,19135.0,25211.0,44346.0
73159,2002.0,37157,G,SEN,Republican open seat,12062.0,13899.0,25961.0
73160,2004.0,37157,G,SEN,Democratic open seat,15435.0,21224.0,36659.0
73161,2008.0,37157,G,SEN,Republican Senator re-election,19835.0,19729.0,39564.0
73162,2010.0,37157,G,SEN,Republican Senator re-election,8416.0,15979.0,24395.0
73163,2014.0,37157,G,SEN,Democratic Senator re-election,10555.0,15990.0,26545.0
73164,2016.0,37157,G,SEN,Republican Senator re-election,14193.0,26157.0,40350.0
73165,2020.0,37157,G,SEN,Republican Senator re-election,16189.0,28971.0,45160.0
73198,2002.0,37159,G,SEN,Republican open seat,12153.0,22688.0,34841.0
73199,2004.0,37159,G,SEN,Democratic open seat,18543.0,31998.0,50541.0
73200,2008.0,37159,G,SEN,Republican Senator re-election,25790.0,32964.0,58754.0
73201,2010.0,37159,G,SEN,Republican Senator re-election,11939.0,23146.0,35085.0
73202,2014.0,37159,G,SEN,Democratic Senator re-election,13532.0,23230.0,36762.0
73203,2016.0,37159,G,SEN,Republican Senator re-election,19227.0,41230.0,60457.0
73204,2020.0,37159,G,SEN,Republican Senator re-election,22615.0,46446.0,69061.0
73237,2002.0,37161,G,SEN,Republican open seat,7101.0,10012.0,17113.0
73238,2004.0,37161,G,SEN,Democratic open seat,9669.0,14061.0,23730.0
73239,2008.0,37161,G,SEN,Republican Senator re-election,12633.0,14639.0,27272.0
73240,2010.0,37161,G,SEN,Republican Senator re-election,5624.0,12621.0,18245.0
73241,2014.0,37161,G,SEN,Democratic Senator re-election,6624.0,11719.0,18343.0
73242,2016.0,37161,G,SEN,Republican Senator re-election,8240.0,20366.0,28606.0
73243,2020.0,37161,G,SEN,Republican Senator re-election,9136.0,23596.0,32732.0
73276,2002.0,37163,G,SEN,Republican open seat,7645.0,8367.0,16012.0
73277,2004.0,37163,G,SEN,Democratic open seat,10626.0,11574.0,22200.0
73278,2008.0,37163,G,SEN,Republican Senator re-election,13223.0,12239.0,25462.0
73279,2010.0,37163,G,SEN,Republican Senator re-election,7586.0,9901.0,17487.0
73280,2014.0,37163,G,SEN,Democratic Senator re-election,7409.0,9278.0,16687.0
73281,2016.0,37163,G,SEN,Republican Senator re-election,10269.0,14819.0,25088.0
73282,2020.0,37163,G,SEN,Republican Senator re-election,10818.0,16521.0,27339.0
73315,2002.0,37165,G,SEN,Republican open seat,4442.0,3072.0,7514.0
73316,2004.0,37165,G,SEN,Democratic open seat,6282.0,4336.0,10618.0
73317,2008.0,37165,G,SEN,Republican Senator re-election,8496.0,5242.0,13738.0
73318,2010.0,37165,G,SEN,Republican Senator re-election,4597.0,3609.0,8206.0
73319,2014.0,37165,G,SEN,Democratic Senator re-election,5629.0,4153.0,9782.0
73320,2016.0,37165,G,SEN,Republican Senator re-election,7161.0,6113.0,13274.0
73321,2020.0,37165,G,SEN,Republican Senator re-election,6850.0,7066.0,13916.0
73354,2002.0,37167,G,SEN,Republican open seat,6643.0,11680.0,18323.0
73355,2004.0,37167,G,SEN,Democratic open seat,8603.0,16036.0,24639.0
73356,2008.0,37167,G,SEN,Republican Senator re-election,10802.0,16402.0,27204.0
73357,2010.0,37167,G,SEN,Republican Senator re-election,5271.0,13014.0,18285.0
73358,2014.0,37167,G,SEN,Democratic Senator re-election,5431.0,12497.0,17928.0
73359,2016.0,37167,G,SEN,Republican Senator re-election,7255.0,20831.0,28086.0
73360,2020.0,37167,G,SEN,Republican Senator re-election,8045.0,23891.0,31936.0
73393,2002.0,37169,G,SEN,Republican open seat,4888.0,8567.0,13455.0
73394,2004.0,37169,G,SEN,Democratic open seat,6138.0,13456.0,19594.0
73395,2008.0,37169,G,SEN,Republican Senator re-election,8335.0,12455.0,20790.0
73396,2010.0,37169,G,SEN,Republican Senator re-election,3618.0,10155.0,13773.0
73397,2014.0,37169,G,SEN,Democratic Senator re-election,3752.0,9503.0,13255.0
73398,2016.0,37169,G,SEN,Republican Senator re-election,4774.0,16698.0,21472.0
73399,2020.0,37169,G,SEN,Republican Senator re-election,5611.0,18599.0,24210.0
73432,2002.0,37171,G,SEN,Republican open seat,7161.0,10723.0,17884.0
73433,2004.0,37171,G,SEN,Democratic open seat,8735.0,16740.0,25475.0
73434,2008.0,37171,G,SEN,Republican Senator re-election,12615.0,15808.0,28423.0
73435,2010.0,37171,G,SEN,Republican Senator re-election,5793.0,12731.0,18524.0
73436,2014.0,37171,G,SEN,Democratic Senator re-election,5905.0,12291.0,18196.0
73437,2016.0,37171,G,SEN,Republican Senator re-election,7509.0,23143.0,30652.0
73438,2020.0,37171,G,SEN,Republican Senator re-election,9267.0,25475.0,34742.0
73471,2002.0,37173,G,SEN,Republican open seat,1940.0,1636.0,3576.0
73472,2004.0,37173,G,SEN,Democratic open seat,2587.0,2344.0,4931.0
73473,2008.0,37173,G,SEN,Republican Senator re-election,3265.0,2248.0,5513.0
73474,2010.0,37173,G,SEN,Republican Senator re-election,1878.0,2142.0,4020.0
73475,2014.0,37173,G,SEN,Democratic Senator re-election,1964.0,2045.0,4009.0
73476,2016.0,37173,G,SEN,Republican Senator re-election,2320.0,3323.0,5643.0
73477,2020.0,37173,G,SEN,Republican Senator re-election,2696.0,3846.0,6542.0
73510,2002.0,37175,G,SEN,Republican open seat,4862.0,6416.0,11278.0
73511,2004.0,37175,G,SEN,Democratic open seat,6421.0,8586.0,15007.0
73512,2008.0,37175,G,SEN,Republican Senator re-election,7919.0,8219.0,16138.0
73513,2010.0,37175,G,SEN,Republican Senator re-election,4867.0,7181.0,12048.0
73514,2014.0,37175,G,SEN,Democratic Senator re-election,5479.0,6945.0,12424.0
73515,2016.0,37175,G,SEN,Republican Senator re-election,6749.0,10221.0,16970.0
73516,2020.0,37175,G,SEN,Republican Senator re-election,8158.0,11209.0,19367.0
73549,2002.0,37177,G,SEN,Republican open seat,701.0,478.0,1179.0
73550,2004.0,37177,G,SEN,Democratic open seat,857.0,658.0,1515.0
73551,2008.0,37177,G,SEN,Republican Senator re-election,983.0,832.0,1815.0
73552,2010.0,37177,G,SEN,Republican Senator re-election,609.0,692.0,1301.0
73553,2014.0,37177,G,SEN,Democratic Senator re-election,569.0,591.0,1160.0
73554,2016.0,37177,G,SEN,Republican Senator re-election,695.0,941.0,1636.0
73555,2020.0,37177,G,SEN,Republican Senator re-election,778.0,945.0,1723.0
73588,2002.0,37179,G,SEN,Republican open seat,12059.0,24032.0,36091.0
73589,2004.0,37179,G,SEN,Democratic open seat,19451.0,39383.0,58834.0
73590,2008.0,37179,G,SEN,Republican Senator re-election,32716.0,49185.0,81901.0
73591,2010.0,37179,G,SEN,Republican Senator re-election,14184.0,34656.0,48840.0
73592,2014.0,37179,G,SEN,Democratic Senator re-election,19057.0,37601.0,56658.0
73593,2016.0,37179,G,SEN,Republican Senator re-election,32116.0,67893.0,100009.0
73594,2020.0,37179,G,SEN,Republican Senator re-election,45096.0,79645.0,124741.0
73627,2002.0,37181,G,SEN,Republican open seat,5584.0,4126.0,9710.0
73628,2004.0,37181,G,SEN,Democratic open seat,9633.0,6137.0,15770.0
73629,2008.0,37181,G,SEN,Republican Senator re-election,13900.0,6519.0,20419.0
73630,2010.0,37181,G,SEN,Republican Senator re-election,8137.0,5524.0,13661.0
73631,2014.0,37181,G,SEN,Democratic Senator re-election,8525.0,5031.0,13556.0
73632,2016.0,37181,G,SEN,Republican Senator re-election,12056.0,7362.0,19418.0
73633,2020.0,37181,G,SEN,Republican Senator re-election,12247.0,7876.0,20123.0
73666,2002.0,37183,G,SEN,Republican open seat,100371.0,122445.0,222816.0
73667,2004.0,37183,G,SEN,Democratic open seat,177324.0,163069.0,340393.0
73668,2008.0,37183,G,SEN,Republican Senator re-election,245774.0,179428.0,425202.0
73669,2010.0,37183,G,SEN,Republican Senator re-election,133324.0,136132.0,269456.0
73670,2014.0,37183,G,SEN,Democratic Senator re-election,180033.0,136236.0,316269.0
73671,2016.0,37183,G,SEN,Republican Senator re-election,290286.0,217789.0,508075.0
73672,2020.0,37183,G,SEN,Republican Senator re-election,367718.0,232388.0,600106.0
73705,2002.0,37185,G,SEN,Republican open seat,3833.0,1900.0,5733.0
73706,2004.0,37185,G,SEN,Democratic open seat,5424.0,2510.0,7934.0
73707,2008.0,37185,G,SEN,Republican Senator re-election,7098.0,2748.0,9846.0
73708,2010.0,37185,G,SEN,Republican Senator re-election,4188.0,2183.0,6371.0
73709,2014.0,37185,G,SEN,Democratic Senator re-election,4441.0,2033.0,6474.0
73710,2016.0,37185,G,SEN,Republican Senator re-election,6336.0,3258.0,9594.0
73711,2020.0,37185,G,SEN,Republican Senator re-election,6437.0,3520.0,9957.0
73744,2002.0,37187,G,SEN,Republican open seat,2548.0,1658.0,4206.0
73745,2004.0,37187,G,SEN,Democratic open seat,3285.0,2126.0,5411.0
73746,2008.0,37187,G,SEN,Republican Senator re-election,4123.0,2180.0,6303.0
73747,2010.0,37187,G,SEN,Republican Senator re-election,2475.0,1980.0,4455.0
73748,2014.0,37187,G,SEN,Democratic Senator re-election,2649.0,1768.0,4417.0
73749,2016.0,37187,G,SEN,Republican Senator re-election,3392.0,2534.0,5926.0
73750,2020.0,37187,G,SEN,Republican Senator re-election,3329.0,2584.0,5913.0
73783,2002.0,37189,G,SEN,Republican open seat,6561.0,8832.0,15393.0
73784,2004.0,37189,G,SEN,Democratic open seat,10987.0,12207.0,23194.0
73785,2008.0,37189,G,SEN,Republican Senator re-election,14253.0,12462.0,26715.0
73786,2010.0,37189,G,SEN,Republican Senator re-election,7007.0,9279.0,16286.0
73787,2014.0,37189,G,SEN,Democratic Senator re-election,7831.0,8232.0,16063.0
73788,2016.0,37189,G,SEN,Republican Senator re-election,13837.0,14259.0,28096.0
73789,2020.0,37189,G,SEN,Republican Senator re-election,16193.0,14216.0,30409.0
73822,2002.0,37191,G,SEN,Republican open seat,10637.0,16372.0,27009.0
73823,2004.0,37191,G,SEN,Democratic open seat,17116.0,23026.0,40142.0
73824,2008.0,37191,G,SEN,Republican Senator re-election,23967.0,24377.0,48344.0
73825,2010.0,37191,G,SEN,Republican Senator re-election,12206.0,18336.0,30542.0
73826,2014.0,37191,G,SEN,Democratic Senator re-election,14009.0,17865.0,31874.0
73827,2016.0,37191,G,SEN,Republican Senator re-election,21286.0,27530.0,48816.0
73828,2020.0,37191,G,SEN,Republican Senator re-election,23528.0,29174.0,52702.0
73861,2002.0,37193,G,SEN,Republican open seat,7208.0,12238.0,19446.0
73862,2004.0,37193,G,SEN,Democratic open seat,8967.0,18173.0,27140.0
73863,2008.0,37193,G,SEN,Republican Senator re-election,11029.0,17206.0,28235.0
73864,2010.0,37193,G,SEN,Republican Senator re-election,5625.0,13249.0,18874.0
73865,2014.0,37193,G,SEN,Democratic Senator re-election,4897.0,12564.0,17461.0
73866,2016.0,37193,G,SEN,Republican Senator re-election,6749.0,22852.0,29601.0
73867,2020.0,37193,G,SEN,Republican Senator re-election,8074.0,25488.0,33562.0
73900,2002.0,37195,G,SEN,Republican open seat,9230.0,9756.0,18986.0
73901,2004.0,37195,G,SEN,Democratic open seat,15566.0,14416.0,29982.0
73902,2008.0,37195,G,SEN,Republican Senator re-election,20776.0,15384.0,36160.0
73903,2010.0,37195,G,SEN,Republican Senator re-election,13631.0,12420.0,26051.0
73904,2014.0,37195,G,SEN,Democratic Senator re-election,13325.0,11750.0,25075.0
73905,2016.0,37195,G,SEN,Republican Senator re-election,19435.0,17641.0,37076.0
73906,2020.0,37195,G,SEN,Republican Senator re-election,20445.0,18642.0,39087.0
73939,2002.0,37197,G,SEN,Republican open seat,3139.0,8128.0,11267.0
73940,2004.0,37197,G,SEN,Democratic open seat,3956.0,11464.0,15420.0
73941,2008.0,37197,G,SEN,Republican Senator re-election,5720.0,10557.0,16277.0
73942,2010.0,37197,G,SEN,Republican Senator re-election,2374.0,8924.0,11298.0
73943,2014.0,37197,G,SEN,Democratic Senator re-election,2357.0,8329.0,10686.0
73944,2016.0,37197,G,SEN,Republican Senator re-election,3162.0,13704.0,16866.0
73945,2020.0,37197,G,SEN,Republican Senator re-election,4036.0,14798.0,18834.0
73978,2002.0,37199,G,SEN,Republican open seat,4203.0,3917.0,8120.0
73979,2004.0,37199,G,SEN,Democratic open seat,4718.0,4594.0,9312.0
73980,2008.0,37199,G,SEN,Republican Senator re-election,5126.0,4383.0,9509.0
73981,2010.0,37199,G,SEN,Republican Senator re-election,3972.0,4878.0,8850.0
73982,2014.0,37199,G,SEN,Democratic Senator re-election,3459.0,4343.0,7802.0
73983,2016.0,37199,G,SEN,Republican Senator re-election,3566.0,5956.0,9522.0
73984,2020.0,37199,G,SEN,Republican Senator re-election,3833.0,7038.0,10871.0
74018,2004.0,38001,G,SEN,Democratic Senator re-election,804.0,477.0,1281.0
74019,2006.0,38001,G,SEN,Democratic Senator re-election,661.0,287.0,948.0
74020,2010.0,38001,G,SEN,Democratic open seat,201.0,963.0,1164.0
74021,2012.0,38001,G,SEN,Democratic open seat,473.0,806.0,1279.0
74022,2016.0,38001,G,SEN,Republican Senator re-election,114.0,1067.0,1181.0
74023,2018.0,38001,G,SEN,Democratic Senator re-election,364.0,796.0,1160.0
74057,2004.0,38003,G,SEN,Democratic Senator re-election,4086.0,1716.0,5802.0
74058,2006.0,38003,G,SEN,Democratic Senator re-election,2930.0,1658.0,4588.0
74059,2010.0,38003,G,SEN,Democratic open seat,1140.0,3538.0,4678.0
74060,2012.0,38003,G,SEN,Democratic open seat,3181.0,2329.0,5510.0
74061,2016.0,38003,G,SEN,Republican Senator re-election,835.0,4302.0,5137.0
74062,2018.0,38003,G,SEN,Democratic Senator re-election,2517.0,2507.0,5024.0
74096,2004.0,38005,G,SEN,Democratic Senator re-election,1724.0,531.0,2255.0
74097,2006.0,38005,G,SEN,Democratic Senator re-election,1464.0,338.0,1802.0
74098,2010.0,38005,G,SEN,Democratic open seat,621.0,1115.0,1736.0
74099,2012.0,38005,G,SEN,Democratic open seat,1453.0,709.0,2162.0
74100,2016.0,38005,G,SEN,Republican Senator re-election,574.0,1340.0,1914.0
74101,2018.0,38005,G,SEN,Democratic Senator re-election,1427.0,828.0,2255.0
74135,2004.0,38007,G,SEN,Democratic Senator re-election,291.0,267.0,558.0
74136,2006.0,38007,G,SEN,Democratic Senator re-election,227.0,187.0,414.0
74137,2010.0,38007,G,SEN,Democratic open seat,48.0,443.0,491.0
74138,2012.0,38007,G,SEN,Democratic open seat,160.0,412.0,572.0
74139,2016.0,38007,G,SEN,Republican Senator re-election,43.0,543.0,586.0
74140,2018.0,38007,G,SEN,Democratic Senator re-election,115.0,450.0,565.0
74174,2004.0,38009,G,SEN,Democratic Senator re-election,2527.0,1100.0,3627.0
74175,2006.0,38009,G,SEN,Democratic Senator re-election,2353.0,857.0,3210.0
74176,2010.0,38009,G,SEN,Democratic open seat,497.0,2426.0,2923.0
74177,2012.0,38009,G,SEN,Democratic open seat,1636.0,1875.0,3511.0
74178,2016.0,38009,G,SEN,Republican Senator re-election,383.0,2998.0,3381.0
74179,2018.0,38009,G,SEN,Democratic Senator re-election,1110.0,2147.0,3257.0
74213,2004.0,38011,G,SEN,Democratic Senator re-election,998.0,710.0,1708.0
74214,2006.0,38011,G,SEN,Democratic Senator re-election,667.0,419.0,1086.0
74215,2010.0,38011,G,SEN,Democratic open seat,184.0,1234.0,1418.0
74216,2012.0,38011,G,SEN,Democratic open seat,621.0,1086.0,1707.0
74217,2016.0,38011,G,SEN,Republican Senator re-election,136.0,1605.0,1741.0
74218,2018.0,38011,G,SEN,Democratic Senator re-election,404.0,1233.0,1637.0
74252,2004.0,38013,G,SEN,Democratic Senator re-election,838.0,335.0,1173.0
74253,2006.0,38013,G,SEN,Democratic Senator re-election,521.0,225.0,746.0
74254,2010.0,38013,G,SEN,Democratic open seat,112.0,667.0,779.0
74255,2012.0,38013,G,SEN,Democratic open seat,360.0,657.0,1017.0
74256,2016.0,38013,G,SEN,Republican Senator re-election,66.0,970.0,1036.0
74257,2018.0,38013,G,SEN,Democratic Senator re-election,228.0,729.0,957.0
74291,2004.0,38015,G,SEN,Democratic Senator re-election,23530.0,14885.0,38415.0
74292,2006.0,38015,G,SEN,Democratic Senator re-election,17662.0,10457.0,28119.0
74293,2010.0,38015,G,SEN,Democratic open seat,6705.0,25420.0,32125.0
74294,2012.0,38015,G,SEN,Democratic open seat,19284.0,23538.0,42822.0
74295,2016.0,38015,G,SEN,Republican Senator re-election,6904.0,38830.0,45734.0
74296,2018.0,38015,G,SEN,Democratic Senator re-election,17357.0,28494.0,45851.0
74330,2004.0,38017,G,SEN,Democratic Senator re-election,46731.0,19343.0,66074.0
74331,2006.0,38017,G,SEN,Democratic Senator re-election,27598.0,12167.0,39765.0
74332,2010.0,38017,G,SEN,Democratic open seat,12743.0,34882.0,47625.0
74333,2012.0,38017,G,SEN,Democratic open seat,41480.0,31569.0,73049.0
74334,2016.0,38017,G,SEN,Republican Senator re-election,18268.0,57151.0,75419.0
74335,2018.0,38017,G,SEN,Democratic Senator re-election,44723.0,32217.0,76940.0
74369,2004.0,38019,G,SEN,Democratic Senator re-election,1758.0,708.0,2466.0
74370,2006.0,38019,G,SEN,Democratic Senator re-election,1322.0,365.0,1687.0
74371,2010.0,38019,G,SEN,Democratic open seat,322.0,1503.0,1825.0
74372,2012.0,38019,G,SEN,Democratic open seat,1087.0,977.0,2064.0
74373,2016.0,38019,G,SEN,Republican Senator re-election,290.0,1707.0,1997.0
74374,2018.0,38019,G,SEN,Democratic Senator re-election,765.0,1181.0,1946.0
74408,2004.0,38021,G,SEN,Democratic Senator re-election,1604.0,1203.0,2807.0
74409,2006.0,38021,G,SEN,Democratic Senator re-election,1178.0,767.0,1945.0
74410,2010.0,38021,G,SEN,Democratic open seat,364.0,1635.0,1999.0
74411,2012.0,38021,G,SEN,Democratic open seat,1125.0,1399.0,2524.0
74412,2016.0,38021,G,SEN,Republican Senator re-election,335.0,2022.0,2357.0
74413,2018.0,38021,G,SEN,Democratic Senator re-election,911.0,1253.0,2164.0
74447,2004.0,38023,G,SEN,Democratic Senator re-election,980.0,277.0,1257.0
74448,2006.0,38023,G,SEN,Democratic Senator re-election,688.0,197.0,885.0
74449,2010.0,38023,G,SEN,Democratic open seat,210.0,676.0,886.0
74450,2012.0,38023,G,SEN,Democratic open seat,592.0,567.0,1159.0
74451,2016.0,38023,G,SEN,Republican Senator re-election,140.0,1039.0,1179.0
74452,2018.0,38023,G,SEN,Democratic Senator re-election,469.0,720.0,1189.0
74486,2004.0,38025,G,SEN,Democratic Senator re-election,1175.0,591.0,1766.0
74487,2006.0,38025,G,SEN,Democratic Senator re-election,961.0,430.0,1391.0
74488,2010.0,38025,G,SEN,Democratic open seat,296.0,1236.0,1532.0
74489,2012.0,38025,G,SEN,Democratic open seat,746.0,1283.0,2029.0
74490,2016.0,38025,G,SEN,Republican Senator re-election,251.0,1909.0,2160.0
74491,2018.0,38025,G,SEN,Democratic Senator re-election,525.0,1499.0,2024.0
74525,2004.0,38027,G,SEN,Democratic Senator re-election,926.0,300.0,1226.0
74526,2006.0,38027,G,SEN,Democratic Senator re-election,865.0,252.0,1117.0
74527,2010.0,38027,G,SEN,Democratic open seat,281.0,695.0,976.0
74528,2012.0,38027,G,SEN,Democratic open seat,693.0,455.0,1148.0
74529,2016.0,38027,G,SEN,Republican Senator re-election,219.0,962.0,1181.0
74530,2018.0,38027,G,SEN,Democratic Senator re-election,555.0,675.0,1230.0
74564,2004.0,38029,G,SEN,Democratic Senator re-election,1240.0,873.0,2113.0
74565,2006.0,38029,G,SEN,Democratic Senator re-election,1010.0,504.0,1514.0
74566,2010.0,38029,G,SEN,Democratic open seat,257.0,1262.0,1519.0
74567,2012.0,38029,G,SEN,Democratic open seat,709.0,1152.0,1861.0
74568,2016.0,38029,G,SEN,Republican Senator re-election,136.0,1774.0,1910.0
74569,2018.0,38029,G,SEN,Democratic Senator re-election,391.0,1433.0,1824.0
74603,2004.0,38031,G,SEN,Democratic Senator re-election,1266.0,500.0,1766.0
74604,2006.0,38031,G,SEN,Democratic Senator re-election,1029.0,354.0,1383.0
74605,2010.0,38031,G,SEN,Democratic open seat,265.0,1165.0,1430.0
74606,2012.0,38031,G,SEN,Democratic open seat,853.0,810.0,1663.0
74607,2016.0,38031,G,SEN,Republican Senator re-election,170.0,1491.0,1661.0
74608,2018.0,38031,G,SEN,Democratic Senator re-election,588.0,1052.0,1640.0
74642,2004.0,38033,G,SEN,Democratic Senator re-election,529.0,402.0,931.0
74643,2006.0,38033,G,SEN,Democratic Senator re-election,481.0,262.0,743.0
74644,2010.0,38033,G,SEN,Democratic open seat,91.0,640.0,731.0
74645,2012.0,38033,G,SEN,Democratic open seat,265.0,660.0,925.0
74646,2016.0,38033,G,SEN,Republican Senator re-election,62.0,857.0,919.0
74647,2018.0,38033,G,SEN,Democratic Senator re-election,171.0,704.0,875.0
74681,2004.0,38035,G,SEN,Democratic Senator re-election,21595.0,8393.0,29988.0
74682,2006.0,38035,G,SEN,Democratic Senator re-election,13260.0,4249.0,17509.0
74683,2010.0,38035,G,SEN,Democratic open seat,5049.0,14984.0,20033.0
74684,2012.0,38035,G,SEN,Democratic open seat,16542.0,13101.0,29643.0
74685,2016.0,38035,G,SEN,Republican Senator re-election,7714.0,20860.0,28574.0
74686,2018.0,38035,G,SEN,Democratic Senator re-election,14827.0,12952.0,27779.0
74719,2004.0,38037,G,SEN,Democratic Senator re-election,737.0,510.0,1247.0
74720,2006.0,38037,G,SEN,Democratic Senator re-election,689.0,380.0,1069.0
74721,2010.0,38037,G,SEN,Democratic open seat,195.0,949.0,1144.0
74722,2012.0,38037,G,SEN,Democratic open seat,542.0,853.0,1395.0
74723,2016.0,38037,G,SEN,Republican Senator re-election,108.0,1251.0,1359.0
74724,2018.0,38037,G,SEN,Democratic Senator re-election,337.0,925.0,1262.0
74758,2004.0,38039,G,SEN,Democratic Senator re-election,994.0,438.0,1432.0
74759,2006.0,38039,G,SEN,Democratic Senator re-election,784.0,344.0,1128.0
74760,2010.0,38039,G,SEN,Democratic open seat,274.0,845.0,1119.0
74761,2012.0,38039,G,SEN,Democratic open seat,704.0,628.0,1332.0
74762,2016.0,38039,G,SEN,Republican Senator re-election,194.0,1046.0,1240.0
74763,2018.0,38039,G,SEN,Democratic Senator re-election,534.0,688.0,1222.0
74797,2004.0,38041,G,SEN,Democratic Senator re-election,940.0,550.0,1490.0
74798,2006.0,38041,G,SEN,Democratic Senator re-election,715.0,356.0,1071.0
74799,2010.0,38041,G,SEN,Democratic open seat,205.0,934.0,1139.0
74800,2012.0,38041,G,SEN,Democratic open seat,511.0,843.0,1354.0
74801,2016.0,38041,G,SEN,Republican Senator re-election,88.0,1160.0,1248.0
74802,2018.0,38041,G,SEN,Democratic Senator re-election,274.0,988.0,1262.0
74836,2004.0,38043,G,SEN,Democratic Senator re-election,861.0,503.0,1364.0
74837,2006.0,38043,G,SEN,Democratic Senator re-election,757.0,368.0,1125.0
74838,2010.0,38043,G,SEN,Democratic open seat,261.0,857.0,1118.0
74839,2012.0,38043,G,SEN,Democratic open seat,613.0,706.0,1319.0
74840,2016.0,38043,G,SEN,Republican Senator re-election,117.0,1224.0,1341.0
74841,2018.0,38043,G,SEN,Democratic Senator re-election,364.0,911.0,1275.0
74875,2004.0,38045,G,SEN,Democratic Senator re-election,1507.0,816.0,2323.0
74876,2006.0,38045,G,SEN,Democratic Senator re-election,1358.0,681.0,2039.0
74877,2010.0,38045,G,SEN,Democratic open seat,426.0,1616.0,2042.0
74878,2012.0,38045,G,SEN,Democratic open seat,1065.0,1125.0,2190.0
74879,2016.0,38045,G,SEN,Republican Senator re-election,292.0,1818.0,2110.0
74880,2018.0,38045,G,SEN,Democratic Senator re-election,857.0,1203.0,2060.0
74914,2004.0,38047,G,SEN,Democratic Senator re-election,715.0,417.0,1132.0
74915,2006.0,38047,G,SEN,Democratic Senator re-election,591.0,280.0,871.0
74916,2010.0,38047,G,SEN,Democratic open seat,146.0,800.0,946.0
74917,2012.0,38047,G,SEN,Democratic open seat,446.0,610.0,1056.0
74918,2016.0,38047,G,SEN,Republican Senator re-election,72.0,989.0,1061.0
74919,2018.0,38047,G,SEN,Democratic Senator re-election,228.0,741.0,969.0
74953,2004.0,38049,G,SEN,Democratic Senator re-election,2040.0,775.0,2815.0
74954,2006.0,38049,G,SEN,Democratic Senator re-election,1613.0,615.0,2228.0
74955,2010.0,38049,G,SEN,Democratic open seat,516.0,1774.0,2290.0
74956,2012.0,38049,G,SEN,Democratic open seat,1359.0,1339.0,2698.0
74957,2016.0,38049,G,SEN,Republican Senator re-election,296.0,2433.0,2729.0
74958,2018.0,38049,G,SEN,Democratic Senator re-election,879.0,1659.0,2538.0
74992,2004.0,38051,G,SEN,Democratic Senator re-election,1067.0,665.0,1732.0
74993,2006.0,38051,G,SEN,Democratic Senator re-election,975.0,469.0,1444.0
74994,2010.0,38051,G,SEN,Democratic open seat,197.0,1168.0,1365.0
74995,2012.0,38051,G,SEN,Democratic open seat,648.0,872.0,1520.0
74996,2016.0,38051,G,SEN,Republican Senator re-election,110.0,1327.0,1437.0
74997,2018.0,38051,G,SEN,Democratic Senator re-election,467.0,982.0,1449.0
75031,2004.0,38053,G,SEN,Democratic Senator re-election,1773.0,963.0,2736.0
75032,2006.0,38053,G,SEN,Democratic Senator re-election,1346.0,687.0,2033.0
75033,2010.0,38053,G,SEN,Democratic open seat,345.0,1803.0,2148.0
75034,2012.0,38053,G,SEN,Democratic open seat,1229.0,2177.0,3406.0
75035,2016.0,38053,G,SEN,Republican Senator re-election,494.0,3903.0,4397.0
75036,2018.0,38053,G,SEN,Democratic Senator re-election,1167.0,3012.0,4179.0
75070,2004.0,38055,G,SEN,Democratic Senator re-election,3171.0,1567.0,4738.0
75071,2006.0,38055,G,SEN,Democratic Senator re-election,2327.0,1111.0,3438.0
75072,2010.0,38055,G,SEN,Democratic open seat,859.0,3030.0,3889.0
75073,2012.0,38055,G,SEN,Democratic open seat,2357.0,2544.0,4901.0
75074,2016.0,38055,G,SEN,Republican Senator re-election,732.0,4391.0,5123.0
75075,2018.0,38055,G,SEN,Democratic Senator re-election,1701.0,3320.0,5021.0
75109,2004.0,38057,G,SEN,Democratic Senator re-election,2758.0,1854.0,4612.0
75110,2006.0,38057,G,SEN,Democratic Senator re-election,2288.0,1181.0,3469.0
