,election_year,fips,election_type,office,seat_status,democratic_raw_votes,republican_raw_votes,senate_raw_county_vote_totals_two_party
6265,2006.0,6031,G,SEN,Democratic Senator re-election,10660.0,11016.0,21676.0
6266,2010.0,6031,G,SEN,Democratic Senator re-election,7816.0,16362.0,24178.0
6267,2012.0,6031,G,SEN,Democratic Senator re-election,13304.0,17916.0,31220.0
6268,2016.0,6031,G,SEN,Democratic open seat,14655.0,0.0,14655.0
6269,2018.0,6031,G,SEN,Democratic open seat,9599.0,0.0,9599.0
6300,2004.0,6033,G,SEN,Democratic Senator re-election,13812.0,9619.0,23431.0
6301,2006.0,6033,G,SEN,Democratic Senator re-election,10830.0,6691.0,17521.0
6302,2010.0,6033,G,SEN,Democratic Senator re-election,10265.0,8534.0,18799.0
6303,2012.0,6033,G,SEN,Democratic Senator re-election,13543.0,9424.0,22967.0
6304,2016.0,6033,G,SEN,Democratic open seat,13188.0,0.0,13188.0
6305,2018.0,6033,G,SEN,Democratic open seat,8142.0,0.0,8142.0
6336,2004.0,6035,G,SEN,Democratic Senator re-election,3655.0,7051.0,10706.0
6337,2006.0,6035,G,SEN,Democratic Senator re-election,2968.0,4820.0,7788.0
6338,2010.0,6035,G,SEN,Democratic Senator re-election,2200.0,6127.0,8327.0
6339,2012.0,6035,G,SEN,Democratic Senator re-election,3150.0,7390.0,10540.0
6340,2016.0,6035,G,SEN,Democratic open seat,4151.0,0.0,4151.0
6341,2018.0,6035,G,SEN,Democratic open seat,2030.0,0.0,2030.0
6372,2004.0,6037,G,SEN,Democratic Senator re-election,1940493.0,822351.0,2762844.0
6373,2006.0,6037,G,SEN,Democratic Senator re-election,1298820.0,536200.0,1835020.0
6374,2010.0,6037,G,SEN,Democratic Senator re-election,1432450.0,749353.0,2181803.0
6375,2012.0,6037,G,SEN,Democratic Senator re-election,2183654.0,868924.0,3052578.0
6376,2016.0,6037,G,SEN,Democratic open seat,1895675.0,0.0,1895675.0
6377,2018.0,6037,G,SEN,Democratic open seat,1565167.0,0.0,1565167.0
6408,2004.0,6039,G,SEN,Democratic Senator re-election,15058.0,22249.0,37307.0
6409,2006.0,6039,G,SEN,Democratic Senator re-election,12658.0,15609.0,28267.0
6410,2010.0,6039,G,SEN,Democratic Senator re-election,10308.0,21413.0,31721.0
6411,2012.0,6039,G,SEN,Democratic Senator re-election,15997.0,22942.0,38939.0
6412,2016.0,6039,G,SEN,Democratic open seat,16769.0,0.0,16769.0
6413,2018.0,6039,G,SEN,Democratic open seat,13284.0,0.0,13284.0
6444,2004.0,6041,G,SEN,Democratic Senator re-election,94164.0,34301.0,128465.0
6445,2006.0,6041,G,SEN,Democratic Senator re-election,82025.0,17788.0,99813.0
6446,2010.0,6041,G,SEN,Democratic Senator re-election,78236.0,31001.0,109237.0
6447,2012.0,6041,G,SEN,Democratic Senator re-election,105153.0,26105.0,131258.0
6448,2016.0,6041,G,SEN,Democratic open seat,98196.0,0.0,98196.0
6449,2018.0,6041,G,SEN,Democratic open seat,80319.0,0.0,80319.0
6480,2004.0,6043,G,SEN,Democratic Senator re-election,3437.0,4751.0,8188.0
6481,2006.0,6043,G,SEN,Democratic Senator re-election,3249.0,3842.0,7091.0
6482,2010.0,6043,G,SEN,Democratic Senator re-election,2593.0,4939.0,7532.0
6483,2012.0,6043,G,SEN,Democratic Senator re-election,3551.0,5268.0,8819.0
6484,2016.0,6043,G,SEN,Democratic open seat,4134.0,0.0,4134.0
6485,2018.0,6043,G,SEN,Democratic open seat,2749.0,0.0,2749.0
6516,2004.0,6045,G,SEN,Democratic Senator re-election,23415.0,11131.0,34546.0
6517,2006.0,6045,G,SEN,Democratic Senator re-election,19645.0,7662.0,27307.0
6518,2010.0,6045,G,SEN,Democratic Senator re-election,19422.0,9426.0,28848.0
6519,2012.0,6045,G,SEN,Democratic Senator re-election,24254.0,10224.0,34478.0
6520,2016.0,6045,G,SEN,Democratic open seat,22335.0,0.0,22335.0
6521,2018.0,6045,G,SEN,Democratic open seat,15113.0,0.0,15113.0
6552,2004.0,6047,G,SEN,Democratic Senator re-election,27975.0,26023.0,53998.0
6553,2006.0,6047,G,SEN,Democratic Senator re-election,22081.0,16914.0,38995.0
6554,2010.0,6047,G,SEN,Democratic Senator re-election,19058.0,25280.0,44338.0
6555,2012.0,6047,G,SEN,Democratic Senator re-election,32955.0,27000.0,59955.0
6556,2016.0,6047,G,SEN,Democratic open seat,30172.0,0.0,30172.0
6557,2018.0,6047,G,SEN,Democratic open seat,23659.0,0.0,23659.0
6588,2004.0,6049,G,SEN,Democratic Senator re-election,1253.0,2916.0,4169.0
6589,2006.0,6049,G,SEN,Democratic Senator re-election,1264.0,2093.0,3357.0
6590,2010.0,6049,G,SEN,Democratic Senator re-election,787.0,2666.0,3453.0
6591,2012.0,6049,G,SEN,Democratic Senator re-election,1188.0,2761.0,3949.0
6592,2016.0,6049,G,SEN,Democratic open seat,1531.0,0.0,1531.0
6593,2018.0,6049,G,SEN,Democratic open seat,751.0,0.0,751.0
6624,2004.0,6051,G,SEN,Democratic Senator re-election,2592.0,2314.0,4906.0
6625,2006.0,6051,G,SEN,Democratic Senator re-election,1829.0,1657.0,3486.0
6626,2010.0,6051,G,SEN,Democratic Senator re-election,1898.0,2188.0,4086.0
6627,2012.0,6051,G,SEN,Democratic Senator re-election,2600.0,2404.0,5004.0
6628,2016.0,6051,G,SEN,Democratic open seat,2611.0,0.0,2611.0
6629,2018.0,6051,G,SEN,Democratic open seat,2001.0,0.0,2001.0
6660,2004.0,6053,G,SEN,Democratic Senator re-election,76647.0,40547.0,117194.0
6661,2006.0,6053,G,SEN,Democratic Senator re-election,56887.0,25400.0,82287.0
6662,2010.0,6053,G,SEN,Democratic Senator re-election,58574.0,34721.0,93295.0
6663,2012.0,6053,G,SEN,Democratic Senator re-election,84585.0,36930.0,121515.0
6664,2016.0,6053,G,SEN,Democratic open seat,77659.0,0.0,77659.0
6665,2018.0,6053,G,SEN,Democratic open seat,56320.0,0.0,56320.0
6696,2004.0,6055,G,SEN,Democratic Senator re-election,33577.0,20012.0,53589.0
6697,2006.0,6055,G,SEN,Democratic Senator re-election,27144.0,12958.0,40102.0
6698,2010.0,6055,G,SEN,Democratic Senator re-election,26194.0,17743.0,43937.0
6699,2012.0,6055,G,SEN,Democratic Senator re-election,37122.0,18682.0,55804.0
6700,2016.0,6055,G,SEN,Democratic open seat,35925.0,0.0,35925.0
6701,2018.0,6055,G,SEN,Democratic open seat,27904.0,0.0,27904.0
6732,2004.0,6057,G,SEN,Democratic Senator re-election,24367.0,26321.0,50688.0
6733,2006.0,6057,G,SEN,Democratic Senator re-election,21204.0,18618.0,39822.0
6734,2010.0,6057,G,SEN,Democratic Senator re-election,18504.0,23875.0,42379.0
6735,2012.0,6057,G,SEN,Democratic Senator re-election,25495.0,25078.0,50573.0
6736,2016.0,6057,G,SEN,Democratic open seat,29639.0,0.0,29639.0
6737,2018.0,6057,G,SEN,Democratic open seat,22198.0,0.0,22198.0
6768,2004.0,6059,G,SEN,Democratic Senator re-election,458604.0,533406.0,992010.0
6769,2006.0,6059,G,SEN,Democratic Senator re-election,321646.0,353924.0,675570.0
6770,2010.0,6059,G,SEN,Democratic Senator re-election,323477.0,502756.0,826233.0
6771,2012.0,6059,G,SEN,Democratic Senator re-election,515902.0,570574.0,1086476.0
6772,2016.0,6059,G,SEN,Democratic open seat,555459.0,0.0,555459.0
6773,2018.0,6059,G,SEN,Democratic open seat,501678.0,0.0,501678.0
6804,2004.0,6061,G,SEN,Democratic Senator re-election,59554.0,85163.0,144717.0
6805,2006.0,6061,G,SEN,Democratic Senator re-election,53956.0,61615.0,115571.0
6806,2010.0,6061,G,SEN,Democratic Senator re-election,47331.0,84905.0,132236.0
6807,2012.0,6061,G,SEN,Democratic Senator re-election,68599.0,97139.0,165738.0
6808,2016.0,6061,G,SEN,Democratic open seat,89687.0,0.0,89687.0
6809,2018.0,6061,G,SEN,Democratic open seat,66578.0,0.0,66578.0
6840,2004.0,6063,G,SEN,Democratic Senator re-election,4347.0,6019.0,10366.0
6841,2006.0,6063,G,SEN,Democratic Senator re-election,3881.0,4345.0,8226.0
6842,2010.0,6063,G,SEN,Democratic Senator re-election,2934.0,5521.0,8455.0
6843,2012.0,6063,G,SEN,Democratic Senator re-election,4162.0,5560.0,9722.0
6844,2016.0,6063,G,SEN,Democratic open seat,4606.0,0.0,4606.0
6845,2018.0,6063,G,SEN,Democratic open seat,2815.0,0.0,2815.0
6876,2004.0,6065,G,SEN,Democratic Senator re-election,259169.0,266197.0,525366.0
6877,2006.0,6065,G,SEN,Democratic Senator re-election,183532.0,175543.0,359075.0
6878,2010.0,6065,G,SEN,Democratic Senator re-election,195418.0,255738.0,451156.0
6879,2012.0,6065,G,SEN,Democratic Senator re-election,327698.0,303651.0,631349.0
6880,2016.0,6065,G,SEN,Democratic open seat,339497.0,0.0,339497.0
6881,2018.0,6065,G,SEN,Democratic open seat,269567.0,0.0,269567.0
6912,2004.0,6067,G,SEN,Democratic Senator re-election,252016.0,196984.0,449000.0
6913,2006.0,6067,G,SEN,Democratic Senator re-election,201221.0,134887.0,336108.0
6914,2010.0,6067,G,SEN,Democratic Senator re-election,210164.0,181300.0,391464.0
6915,2012.0,6067,G,SEN,Democratic Senator re-election,302078.0,195412.0,497490.0
6916,2016.0,6067,G,SEN,Democratic open seat,312038.0,0.0,312038.0
6917,2018.0,6067,G,SEN,Democratic open seat,241571.0,0.0,241571.0
6948,2004.0,6069,G,SEN,Democratic Senator re-election,10349.0,7365.0,17714.0
6949,2006.0,6069,G,SEN,Democratic Senator re-election,8626.0,4768.0,13394.0
6950,2010.0,6069,G,SEN,Democratic Senator re-election,7909.0,6977.0,14886.0
6951,2012.0,6069,G,SEN,Democratic Senator re-election,11389.0,7255.0,18644.0
6952,2016.0,6069,G,SEN,Democratic open seat,11151.0,0.0,11151.0
6953,2018.0,6069,G,SEN,Democratic open seat,8607.0,0.0,8607.0
6984,2004.0,6071,G,SEN,Democratic Senator re-election,251776.0,229527.0,481303.0
6985,2006.0,6071,G,SEN,Democratic Senator re-election,167821.0,153430.0,321251.0
6986,2010.0,6071,G,SEN,Democratic Senator re-election,185164.0,216441.0,401605.0
6987,2012.0,6071,G,SEN,Democratic Senator re-election,298067.0,253433.0,551500.0
6988,2016.0,6071,G,SEN,Democratic open seat,300738.0,0.0,300738.0
6989,2018.0,6071,G,SEN,Democratic open seat,233103.0,0.0,233103.0
7020,2004.0,6073,G,SEN,Democratic Senator re-election,565457.0,484948.0,1050405.0
7021,2006.0,6073,G,SEN,Democratic Senator re-election,403711.0,322760.0,726471.0
7022,2010.0,6073,G,SEN,Democratic Senator re-election,389806.0,454301.0,844107.0
7023,2012.0,6073,G,SEN,Democratic Senator re-election,622781.0,521884.0,1144665.0
7024,2016.0,6073,G,SEN,Democratic open seat,625843.0,0.0,625843.0
7025,2018.0,6073,G,SEN,Democratic open seat,526628.0,0.0,526628.0
7056,2004.0,6075,G,SEN,Democratic Senator re-election,277193.0,43029.0,320222.0
7057,2006.0,6075,G,SEN,Democratic Senator re-election,187692.0,19374.0,207066.0
7058,2010.0,6075,G,SEN,Democratic Senator re-election,213252.0,43108.0,256360.0
7059,2012.0,6075,G,SEN,Democratic Senator re-election,305126.0,39589.0,344715.0
7060,2016.0,6075,G,SEN,Democratic open seat,286723.0,0.0,286723.0
7061,2018.0,6075,G,SEN,Democratic open seat,226167.0,0.0,226167.0
7092,2004.0,6077,G,SEN,Democratic Senator re-election,99074.0,80350.0,179424.0
7093,2006.0,6077,G,SEN,Democratic Senator re-election,75011.0,54874.0,129885.0
7094,2010.0,6077,G,SEN,Democratic Senator re-election,70031.0,76342.0,146373.0
7095,2012.0,6077,G,SEN,Democratic Senator re-election,113706.0,85787.0,199493.0
7096,2016.0,6077,G,SEN,Democratic open seat,111563.0,0.0,111563.0
7097,2018.0,6077,G,SEN,Democratic open seat,79088.0,0.0,79088.0
7128,2004.0,6079,G,SEN,Democratic Senator re-election,58212.0,60708.0,118920.0
7129,2006.0,6079,G,SEN,Democratic Senator re-election,47891.0,42742.0,90633.0
7130,2010.0,6079,G,SEN,Democratic Senator re-election,44799.0,53695.0,98494.0
7131,2012.0,6079,G,SEN,Democratic Senator re-election,62216.0,60262.0,122478.0
7132,2016.0,6079,G,SEN,Democratic open seat,69190.0,0.0,69190.0
7133,2018.0,6079,G,SEN,Democratic open seat,53242.0,0.0,53242.0
7164,2004.0,6081,G,SEN,Democratic Senator re-election,196285.0,73171.0,269456.0
7165,2006.0,6081,G,SEN,Democratic Senator re-election,152082.0,41043.0,193125.0
7166,2010.0,6081,G,SEN,Democratic Senator re-election,146537.0,65803.0,212340.0
7167,2012.0,6081,G,SEN,Democratic Senator re-election,213503.0,62979.0,276482.0
7168,2016.0,6081,G,SEN,Democratic open seat,199956.0,0.0,199956.0
7169,2018.0,6081,G,SEN,Democratic open seat,168679.0,0.0,168679.0
7200,2004.0,6083,G,SEN,Democratic Senator re-election,91055.0,66146.0,157201.0
7201,2006.0,6083,G,SEN,Democratic Senator re-election,68970.0,44864.0,113834.0
7202,2010.0,6083,G,SEN,Democratic Senator re-election,64771.0,58817.0,123588.0
7203,2012.0,6083,G,SEN,Democratic Senator re-election,93921.0,63599.0,157520.0
7204,2016.0,6083,G,SEN,Democratic open seat,88861.0,0.0,88861.0
7205,2018.0,6083,G,SEN,Democratic open seat,75274.0,0.0,75274.0
7236,2004.0,6085,G,SEN,Democratic Senator re-election,380551.0,172008.0,552559.0
7237,2006.0,6085,G,SEN,Democratic Senator re-election,298451.0,106383.0,404834.0
7238,2010.0,6085,G,SEN,Democratic Senator re-election,320734.0,161986.0,482720.0
7239,2012.0,6085,G,SEN,Democratic Senator re-election,454647.0,168722.0,623369.0
7240,2016.0,6085,G,SEN,Democratic open seat,411765.0,0.0,411765.0
7241,2018.0,6085,G,SEN,Democratic open seat,339866.0,0.0,339866.0
7272,2004.0,6087,G,SEN,Democratic Senator re-election,84840.0,28239.0,113079.0
7273,2006.0,6087,G,SEN,Democratic Senator re-election,65214.0,17279.0,82493.0
7274,2010.0,6087,G,SEN,Democratic Senator re-election,65049.0,24065.0,89114.0
7275,2012.0,6087,G,SEN,Democratic Senator re-election,91109.0,25463.0,116572.0
7276,2016.0,6087,G,SEN,Democratic open seat,81443.0,0.0,81443.0
7277,2018.0,6087,G,SEN,Democratic open seat,64178.0,0.0,64178.0
7308,2004.0,6089,G,SEN,Democratic Senator re-election,26795.0,45667.0,72462.0
7309,2006.0,6089,G,SEN,Democratic Senator re-election,22097.0,32876.0,54973.0
7310,2010.0,6089,G,SEN,Democratic Senator re-election,17204.0,43056.0,60260.0
7311,2012.0,6089,G,SEN,Democratic Senator re-election,27155.0,47184.0,74339.0
7312,2016.0,6089,G,SEN,Democratic open seat,31877.0,0.0,31877.0
7313,2018.0,6089,G,SEN,Democratic open seat,19397.0,0.0,19397.0
7344,2004.0,6091,G,SEN,Democratic Senator re-election,679.0,1143.0,1822.0
7345,2006.0,6091,G,SEN,Democratic Senator re-election,641.0,814.0,1455.0
7346,2010.0,6091,G,SEN,Democratic Senator re-election,529.0,1135.0,1664.0
7347,2012.0,6091,G,SEN,Democratic Senator re-election,677.0,1078.0,1755.0
7348,2016.0,6091,G,SEN,Democratic open seat,826.0,0.0,826.0
7349,2018.0,6091,G,SEN,Democratic open seat,506.0,0.0,506.0
7380,2004.0,6093,G,SEN,Democratic Senator re-election,8215.0,11308.0,19523.0
7381,2006.0,6093,G,SEN,Democratic Senator re-election,6752.0,8433.0,15185.0
7382,2010.0,6093,G,SEN,Democratic Senator re-election,6132.0,10430.0,16562.0
7383,2012.0,6093,G,SEN,Democratic Senator re-election,8196.0,11334.0,19530.0
7384,2016.0,6093,G,SEN,Democratic open seat,8744.0,0.0,8744.0
7385,2018.0,6093,G,SEN,Democratic open seat,5772.0,0.0,5772.0
7416,2004.0,6095,G,SEN,Democratic Senator re-election,89779.0,51354.0,141133.0
7417,2006.0,6095,G,SEN,Democratic Senator re-election,64828.0,32956.0,97784.0
7418,2010.0,6095,G,SEN,Democratic Senator re-election,64658.0,45995.0,110653.0
7419,2012.0,6095,G,SEN,Democratic Senator re-election,98251.0,50634.0,148885.0
7420,2016.0,6095,G,SEN,Democratic open seat,97410.0,0.0,97410.0
7421,2018.0,6095,G,SEN,Democratic open seat,70174.0,0.0,70174.0
7452,2004.0,6097,G,SEN,Democratic Senator re-election,143124.0,64438.0,207562.0
7453,2006.0,6097,G,SEN,Democratic Senator re-election,119672.0,39619.0,159291.0
7454,2010.0,6097,G,SEN,Democratic Senator re-election,116996.0,53678.0,170674.0
7455,2012.0,6097,G,SEN,Democratic Senator re-election,154892.0,55256.0,210148.0
7456,2016.0,6097,G,SEN,Democratic open seat,147532.0,0.0,147532.0
7457,2018.0,6097,G,SEN,Democratic open seat,108472.0,0.0,108472.0
7488,2004.0,6099,G,SEN,Democratic Senator re-election,67539.0,71527.0,139066.0
7489,2006.0,6099,G,SEN,Democratic Senator re-election,50656.0,47513.0,98169.0
7490,2010.0,6099,G,SEN,Democratic Senator re-election,47158.0,63814.0,110972.0
7491,2012.0,6099,G,SEN,Democratic Senator re-election,78470.0,73060.0,151530.0
7492,2016.0,6099,G,SEN,Democratic open seat,80502.0,0.0,80502.0
7493,2018.0,6099,G,SEN,Democratic open seat,58375.0,0.0,58375.0
7524,2004.0,6101,G,SEN,Democratic Senator re-election,10864.0,17824.0,28688.0
7525,2006.0,6101,G,SEN,Democratic Senator re-election,9297.0,13113.0,22410.0
7526,2010.0,6101,G,SEN,Democratic Senator re-election,8121.0,15606.0,23727.0
7527,2012.0,6101,G,SEN,Democratic Senator re-election,12395.0,17715.0,30110.0
7528,2016.0,6101,G,SEN,Democratic open seat,15191.0,0.0,15191.0
7529,2018.0,6101,G,SEN,Democratic open seat,10501.0,0.0,10501.0
7560,2004.0,6103,G,SEN,Democratic Senator re-election,8285.0,13488.0,21773.0
7561,2006.0,6103,G,SEN,Democratic Senator re-election,6914.0,9865.0,16779.0
7562,2010.0,6103,G,SEN,Democratic Senator re-election,5352.0,12950.0,18302.0
7563,2012.0,6103,G,SEN,Democratic Senator re-election,8349.0,14241.0,22590.0
7564,2016.0,6103,G,SEN,Democratic open seat,9456.0,0.0,9456.0
7565,2018.0,6103,G,SEN,Democratic open seat,5435.0,0.0,5435.0
7596,2004.0,6105,G,SEN,Democratic Senator re-election,2960.0,3068.0,6028.0
7597,2006.0,6105,G,SEN,Democratic Senator re-election,2824.0,2356.0,5180.0
7598,2010.0,6105,G,SEN,Democratic Senator re-election,2029.0,2813.0,4842.0
7599,2012.0,6105,G,SEN,Democratic Senator re-election,2658.0,2943.0,5601.0
7600,2016.0,6105,G,SEN,Democratic open seat,2696.0,0.0,2696.0
7601,2018.0,6105,G,SEN,Democratic open seat,1746.0,0.0,1746.0
7632,2004.0,6107,G,SEN,Democratic Senator re-election,36181.0,58066.0,94247.0
7633,2006.0,6107,G,SEN,Democratic Senator re-election,28694.0,36526.0,65220.0
7634,2010.0,6107,G,SEN,Democratic Senator re-election,24742.0,50856.0,75598.0
7635,2012.0,6107,G,SEN,Democratic Senator re-election,42395.0,56499.0,98894.0
7636,2016.0,6107,G,SEN,Democratic open seat,47145.0,0.0,47145.0
7637,2018.0,6107,G,SEN,Democratic open seat,33005.0,0.0,33005.0
7668,2004.0,6109,G,SEN,Democratic Senator re-election,11538.0,13620.0,25158.0
7669,2006.0,6109,G,SEN,Democratic Senator re-election,9535.0,10228.0,19763.0
7670,2010.0,6109,G,SEN,Democratic Senator re-election,7430.0,13057.0,20487.0
7671,2012.0,6109,G,SEN,Democratic Senator re-election,10336.0,13823.0,24159.0
7672,2016.0,6109,G,SEN,Democratic open seat,12239.0,0.0,12239.0
7673,2018.0,6109,G,SEN,Democratic open seat,7783.0,0.0,7783.0
7704,2004.0,6111,G,SEN,Democratic Senator re-election,159920.0,133917.0,293837.0
7705,2006.0,6111,G,SEN,Democratic Senator re-election,115471.0,91374.0,206845.0
7706,2010.0,6111,G,SEN,Democratic Senator re-election,115337.0,128619.0,243956.0
7707,2012.0,6111,G,SEN,Democratic Senator re-election,171483.0,143603.0,315086.0
7708,2016.0,6111,G,SEN,Democratic open seat,181785.0,0.0,181785.0
7709,2018.0,6111,G,SEN,Democratic open seat,137141.0,0.0,137141.0
7740,2004.0,6113,G,SEN,Democratic Senator re-election,44085.0,24234.0,68319.0
7741,2006.0,6113,G,SEN,Democratic Senator re-election,34548.0,16187.0,50735.0
7742,2010.0,6113,G,SEN,Democratic Senator re-election,34925.0,21263.0,56188.0
7743,2012.0,6113,G,SEN,Democratic Senator re-election,49148.0,23468.0,72616.0
7744,2016.0,6113,G,SEN,Democratic open seat,48901.0,0.0,48901.0
7745,2018.0,6113,G,SEN,Democratic open seat,35071.0,0.0,35071.0
7776,2004.0,6115,G,SEN,Democratic Senator re-election,6926.0,9925.0,16851.0
7777,2006.0,6115,G,SEN,Democratic Senator re-election,5487.0,7257.0,12744.0
7778,2010.0,6115,G,SEN,Democratic Senator re-election,5212.0,9452.0,14664.0
7779,2012.0,6115,G,SEN,Democratic Senator re-election,7896.0,11376.0,19272.0
7780,2016.0,6115,G,SEN,Democratic open seat,9999.0,0.0,9999.0
7781,2018.0,6115,G,SEN,Democratic open seat,6224.0,0.0,6224.0
7814,2002.0,8001,G,SEN,Republican Senator re-election,43614.0,36911.0,80525.0
7815,2004.0,8001,G,SEN,Republican open seat,76101.0,55438.0,131539.0
7816,2008.0,8001,G,SEN,Republican open seat,89542.0,56195.0,145737.0
7817,2010.0,8001,G,SEN,Appointed Democratic Senator Election,55601.0,47446.0,103047.0
7818,2014.0,8001,G,SEN,Democratic Senator re-election,62296.0,58614.0,120910.0
7819,2016.0,8001,G,SEN,Democratic Senator re-election,97402.0,76285.0,173687.0
7820,2020.0,8001,G,SEN,Republican Senator re-election,130409.0,98341.0,228750.0
7851,2002.0,8003,G,SEN,Republican Senator re-election,2071.0,2373.0,4444.0
7852,2004.0,8003,G,SEN,Republican open seat,3937.0,2158.0,6095.0
7853,2008.0,8003,G,SEN,Republican open seat,3410.0,2252.0,5662.0
7854,2010.0,8003,G,SEN,Appointed Democratic Senator Election,2656.0,1977.0,4633.0
7855,2014.0,8003,G,SEN,Democratic Senator re-election,2440.0,2350.0,4790.0
7856,2016.0,8003,G,SEN,Democratic Senator re-election,3695.0,2894.0,6589.0
7857,2020.0,8003,G,SEN,Republican Senator re-election,3734.0,3800.0,7534.0
7890,2002.0,8005,G,SEN,Republican Senator re-election,68673.0,79176.0,147849.0
7891,2004.0,8005,G,SEN,Republican open seat,120225.0,105921.0,226146.0
7892,2008.0,8005,G,SEN,Republican open seat,139115.0,106555.0,245670.0
7893,2010.0,8005,G,SEN,Appointed Democratic Senator Election,97240.0,88957.0,186197.0
7894,2014.0,8005,G,SEN,Democratic Senator re-election,107347.0,103915.0,211262.0
7895,2016.0,8005,G,SEN,Democratic Senator re-election,162747.0,123509.0,286256.0
7896,2020.0,8005,G,SEN,Republican Senator re-election,204054.0,136713.0,340767.0
7929,2002.0,8007,G,SEN,Republican Senator re-election,1404.0,2401.0,3805.0
7930,2004.0,8007,G,SEN,Republican open seat,2531.0,3051.0,5582.0
7931,2008.0,8007,G,SEN,Republican open seat,2787.0,3210.0,5997.0
7932,2010.0,8007,G,SEN,Appointed Democratic Senator Election,1952.0,2875.0,4827.0
7933,2014.0,8007,G,SEN,Democratic Senator re-election,2030.0,3103.0,5133.0
7934,2016.0,8007,G,SEN,Democratic Senator re-election,2750.0,4072.0,6822.0
7935,2020.0,8007,G,SEN,Republican Senator re-election,3591.0,5225.0,8816.0
7968,2002.0,8009,G,SEN,Republican Senator re-election,629.0,1476.0,2105.0
7969,2004.0,8009,G,SEN,Republican open seat,848.0,1248.0,2096.0
7970,2008.0,8009,G,SEN,Republican open seat,635.0,1360.0,1995.0
7971,2010.0,8009,G,SEN,Appointed Democratic Senator Election,548.0,1248.0,1796.0
7972,2014.0,8009,G,SEN,Democratic Senator re-election,353.0,1374.0,1727.0
7973,2016.0,8009,G,SEN,Democratic Senator re-election,577.0,1469.0,2046.0
7974,2020.0,8009,G,SEN,Republican Senator re-election,329.0,1816.0,2145.0
8007,2002.0,8011,G,SEN,Republican Senator re-election,777.0,1009.0,1786.0
8008,2004.0,8011,G,SEN,Republican open seat,1124.0,962.0,2086.0
8009,2008.0,8011,G,SEN,Republican open seat,861.0,932.0,1793.0
8010,2010.0,8011,G,SEN,Appointed Democratic Senator Election,652.0,811.0,1463.0
8011,2014.0,8011,G,SEN,Democratic Senator re-election,503.0,949.0,1452.0
8012,2016.0,8011,G,SEN,Democratic Senator re-election,810.0,1034.0,1844.0
8013,2020.0,8011,G,SEN,Republican Senator re-election,702.0,1488.0,2190.0
8046,2002.0,8013,G,SEN,Republican Senator re-election,66407.0,36911.0,103318.0
8047,2004.0,8013,G,SEN,Republican open seat,106481.0,47899.0,154380.0
8048,2008.0,8013,G,SEN,Republican open seat,117042.0,43375.0,160417.0
8049,2010.0,8013,G,SEN,Appointed Democratic Senator Election,84264.0,35450.0,119714.0
8050,2014.0,8013,G,SEN,Democratic Senator re-election,97612.0,38931.0,136543.0
8051,2016.0,8013,G,SEN,Democratic Senator re-election,126334.0,45755.0,172089.0
8052,2020.0,8013,G,SEN,Republican Senator re-election,154552.0,47321.0,201873.0
8053,2002.0,8014,G,SEN,Republican Senator re-election,6327.0,7376.0,13703.0
8054,2004.0,8014,G,SEN,Republican open seat,11940.0,10588.0,22528.0
8055,2008.0,8014,G,SEN,Republican open seat,15451.0,12034.0,27485.0
8056,2010.0,8014,G,SEN,Appointed Democratic Senator Election,11034.0,10382.0,21416.0
8057,2014.0,8014,G,SEN,Democratic Senator re-election,13309.0,12833.0,26142.0
8058,2016.0,8014,G,SEN,Democratic Senator re-election,19431.0,15077.0,34508.0
8091,2002.0,8015,G,SEN,Republican Senator re-election,2797.0,3862.0,6659.0
8092,2004.0,8015,G,SEN,Republican open seat,4229.0,4286.0,8515.0
8093,2008.0,8015,G,SEN,Republican open seat,4664.0,4369.0,9033.0
8094,2010.0,8015,G,SEN,Appointed Democratic Senator Election,3936.0,3892.0,7828.0
8095,2014.0,8015,G,SEN,Democratic Senator re-election,4025.0,4393.0,8418.0
8096,2016.0,8015,G,SEN,Democratic Senator re-election,5259.0,5384.0,10643.0
8097,2020.0,8015,G,SEN,Republican Senator re-election,6948.0,6344.0,13292.0
8130,2002.0,8017,G,SEN,Republican Senator re-election,242.0,787.0,1029.0
8131,2004.0,8017,G,SEN,Republican open seat,330.0,762.0,1092.0
8132,2008.0,8017,G,SEN,Republican open seat,247.0,766.0,1013.0
8133,2010.0,8017,G,SEN,Appointed Democratic Senator Election,187.0,696.0,883.0
8134,2014.0,8017,G,SEN,Democratic Senator re-election,122.0,848.0,970.0
8135,2016.0,8017,G,SEN,Democratic Senator re-election,220.0,828.0,1048.0
8136,2020.0,8017,G,SEN,Republican Senator re-election,119.0,995.0,1114.0
8169,2002.0,8019,G,SEN,Republican Senator re-election,1962.0,1877.0,3839.0
8170,2004.0,8019,G,SEN,Republican open seat,3179.0,2246.0,5425.0
8171,2008.0,8019,G,SEN,Republican open seat,3216.0,2113.0,5329.0
8172,2010.0,8019,G,SEN,Appointed Democratic Senator Election,2385.0,1876.0,4261.0
8173,2014.0,8019,G,SEN,Democratic Senator re-election,2344.0,1987.0,4331.0
8174,2016.0,8019,G,SEN,Democratic Senator re-election,2883.0,2541.0,5424.0
8175,2020.0,8019,G,SEN,Republican Senator re-election,3494.0,2835.0,6329.0
8208,2002.0,8021,G,SEN,Republican Senator re-election,1478.0,1562.0,3040.0
