"GEO_ID","NAME","H001001","H001002","H001003",
"0500000US19025","Calhoun County, Iowa","5108","4242","866",
"0500000US19027","Carroll County, Iowa","9376","8683","693",
"0500000US19029","Cass County, Iowa","6591","5980","611",
"0500000US19031","Cedar County, Iowa","8064","7511","553",
"0500000US19033","Cerro Gordo County, Iowa","22163","19350","2813",
"0500000US19035","Cherokee County, Iowa","5777","5207","570",
"0500000US19037","Chickasaw County, Iowa","5679","5204","475",
"0500000US19039","Clarke County, Iowa","4086","3701","385",
"0500000US19041","Clay County, Iowa","8062","7282","780",
"0500000US19043","Clayton County, Iowa","8999","7599","1400",
"0500000US19045","Clinton County, Iowa","21733","20223","1510",
"0500000US19047","Crawford County, Iowa","6943","6413","530",
"0500000US19049","Dallas County, Iowa","27260","25240","2020",
"0500000US19051","Davis County, Iowa","3600","3201","399",
"0500000US19053","Decatur County, Iowa","3834","3223","611",
"0500000US19055","Delaware County, Iowa","8028","7062","966",
"0500000US19057","Des Moines County, Iowa","18535","17003","1532",
"0500000US19059","Dickinson County, Iowa","12849","7554","5295",
"0500000US19061","Dubuque County, Iowa","38951","36815","2136",
"0500000US19063","Emmet County, Iowa","4758","4236","522",
"0500000US19065","Fayette County, Iowa","9558","8634","924",
"0500000US19067","Floyd County, Iowa","7526","6886","640",
"0500000US19069","Franklin County, Iowa","4894","4332","562",
"0500000US19071","Fremont County, Iowa","3431","3064","367",
"0500000US19073","Greene County, Iowa","4546","3996","550",
"0500000US19075","Grundy County, Iowa","5530","5131","399",
"0500000US19077","Guthrie County, Iowa","5756","4544","1212",
"0500000US19079","Hamilton County, Iowa","7219","6540","679",
"0500000US19081","Hancock County, Iowa","5330","4741","589",
"0500000US19083","Hardin County, Iowa","8224","7296","928",
"0500000US19085","Harrison County, Iowa","6731","5987","744",
"0500000US19087","Henry County, Iowa","8280","7666","614",
"0500000US19089","Howard County, Iowa","4367","3944","423",
"0500000US19091","Humboldt County, Iowa","4684","4209","475",
"0500000US19093","Ida County, Iowa","3426","3052","374",
"0500000US19095","Iowa County, Iowa","7258","6677","581",
"0500000US19097","Jackson County, Iowa","9415","8289","1126",
"0500000US19099","Jasper County, Iowa","16181","14806","1375",
"0500000US19101","Jefferson County, Iowa","7594","6846","748",
"0500000US19103","Johnson County, Iowa","55967","52715","3252",
"0500000US19105","Jones County, Iowa","8911","8181","730",
"0500000US19107","Keokuk County, Iowa","4931","4408","523",
"0500000US19109","Kossuth County, Iowa","7486","6697","789",
"0500000US19111","Lee County, Iowa","16205","14610","1595",
"0500000US19113","Linn County, Iowa","92251","86134","6117",
"0500000US19115","Louisa County, Iowa","5002","4346","656",
"0500000US19117","Lucas County, Iowa","4238","3689","549",
"0500000US19119","Lyon County, Iowa","4848","4442","406",
"0500000US19121","Madison County, Iowa","6554","6025","529",
"0500000US19123","Mahaska County, Iowa","9766","8975","791",
"0500000US19125","Marion County, Iowa","13914","12723","1191",
"0500000US19127","Marshall County, Iowa","16831","15538","1293",
"0500000US19129","Mills County, Iowa","6109","5605","504",
"0500000US19131","Mitchell County, Iowa","4850","4395","455",
"0500000US19133","Monona County, Iowa","4697","4050","647",
"0500000US19135","Monroe County, Iowa","3884","3213","671",
"0500000US19137","Montgomery County, Iowa","5239","4558","681",
"0500000US19139","Muscatine County, Iowa","17910","16412","1498",
"0500000US19141","O'Brien County, Iowa","6649","6069","580",
"0500000US19143","Osceola County, Iowa","2990","2682","308",
"0500000US19145","Page County, Iowa","7181","6393","788",
"0500000US19147","Palo Alto County, Iowa","4628","3994","634",
"0500000US19149","Plymouth County, Iowa","10550","9875","675",
"0500000US19151","Pocahontas County, Iowa","3794","3233","561",
"0500000US19153","Polk County, Iowa","182262","170197","12065",
"0500000US19155","Pottawattamie County, Iowa","39330","36775","2555",
"0500000US19157","Poweshiek County, Iowa","8949","7555","1394",
"0500000US19159","Ringgold County, Iowa","2613","2047","566",
"0500000US19161","Sac County, Iowa","5429","4482","947",
"0500000US19163","Scott County, Iowa","71835","66765","5070",
"0500000US19165","Shelby County, Iowa","5542","5085","457",
"0500000US19167","Sioux County, Iowa","12279","11584","695",
"0500000US19169","Story County, Iowa","36789","34736","2053",
"0500000US19171","Tama County, Iowa","7766","6947","819",
"0500000US19173","Taylor County, Iowa","3107","2679","428",
"0500000US19175","Union County, Iowa","5937","5271","666",
"0500000US19177","Van Buren County, Iowa","3670","3108","562",
"0500000US19179","Wapello County, Iowa","16098","14552","1546",
"0500000US19181","Warren County, Iowa","18371","17262","1109",
"0500000US19183","Washington County, Iowa","9516","8741","775",
"0500000US19185","Wayne County, Iowa","3212","2652","560",
"0500000US19187","Webster County, Iowa","17035","15580","1455",
"0500000US19189","Winnebago County, Iowa","5194","4597","597",
"0500000US19191","Winneshiek County, Iowa","8721","7997","724",
"0500000US19193","Woodbury County, Iowa","41484","39052","2432",
"0500000US19195","Worth County, Iowa","3548","3172","376",
"0500000US19197","Wright County, Iowa","6529","5625","904",
"0500000US20001","Allen County, Kansas","6226","5475","751",
"0500000US20003","Anderson County, Kansas","3720","3260","460",
"0500000US20005","Atchison County, Kansas","6990","6241","749",
"0500000US20007","Barber County, Kansas","2765","2139","626",
"0500000US20009","Barton County, Kansas","12696","11283","1413",
"0500000US20011","Bourbon County, Kansas","7167","5986","1181",
"0500000US20013","Brown County, Kansas","4779","4094","685",
"0500000US20015","Butler County, Kansas","26058","23992","2066",
"0500000US20017","Chase County, Kansas","1503","1150","353",
"0500000US20019","Chautauqua County, Kansas","2150","1612","538",
"0500000US20021","Cherokee County, Kansas","9890","8625","1265",
"0500000US20023","Cheyenne County, Kansas","1518","1260","258",
"0500000US20025","Clark County, Kansas","1135","923","212",
"0500000US20027","Clay County, Kansas","4042","3559","483",
"0500000US20029","Cloud County, Kansas","4659","3910","749",
"0500000US20031","Coffey County, Kansas","3964","3497","467",
"0500000US20033","Comanche County, Kansas","1044","824","220",
"0500000US20035","Cowley County, Kansas","16030","13940","2090",
"0500000US20037","Crawford County, Kansas","17801","15729","2072",
"0500000US20039","Decatur County, Kansas","1818","1378","440",
"0500000US20041","Dickinson County, Kansas","8972","8073","899",
"0500000US20043","Doniphan County, Kansas","3576","3136","440",
"0500000US20045","Douglas County, Kansas","46731","43576","3155",
"0500000US20047","Edwards County, Kansas","1636","1302","334",
"0500000US20049","Elk County, Kansas","1760","1284","476",
"0500000US20051","Ellis County, Kansas","12872","11908","964",
"0500000US20053","Ellsworth County, Kansas","3239","2463","776",
"0500000US20055","Finney County, Kansas","13276","12359","917",
"0500000US20057","Ford County, Kansas","12005","11145","860",
"0500000US20059","Franklin County, Kansas","11147","10104","1043",
"0500000US20061","Geary County, Kansas","14517","12690","1827",
"0500000US20063","Gove County, Kansas","1373","1154","219",
"0500000US20065","Graham County, Kansas","1484","1196","288",
"0500000US20067","Grant County, Kansas","2945","2716","229",
"0500000US20069","Gray County, Kansas","2340","2153","187",
"0500000US20071","Greeley County, Kansas","629","525","104",
"0500000US20073","Greenwood County, Kansas","4068","2988","1080",
"0500000US20075","Hamilton County, Kansas","1236","1060","176",
"0500000US20077","Harper County, Kansas","3116","2545","571",
"0500000US20079","Harvey County, Kansas","14527","13411","1116",
"0500000US20081","Haskell County, Kansas","1666","1510","156",
"0500000US20083","Hodgeman County, Kansas","973","803","170",
"0500000US20085","Jackson County, Kansas","5779","5228","551",
"0500000US20087","Jefferson County, Kansas","8160","7366","794",
"0500000US20089","Jewell County, Kansas","2032","1450","582",
"0500000US20091","Johnson County, Kansas","226571","212882","13689",
"0500000US20093","Kearny County, Kansas","1556","1400","156",
"0500000US20095","Kingman County, Kansas","3818","3227","591",
"0500000US20097","Kiowa County, Kansas","1220","1014","206",
"0500000US20099","Labette County, Kansas","10092","8822","1270",
"0500000US20101","Lane County, Kansas","990","799","191",
"0500000US20103","Leavenworth County, Kansas","28697","26447","2250",
"0500000US20105","Lincoln County, Kansas","1864","1423","441",
"0500000US20107","Linn County, Kansas","5446","4020","1426",
"0500000US20109","Logan County, Kansas","1441","1219","222",
"0500000US20111","Lyon County, Kansas","15237","13303","1934",
"0500000US20113","McPherson County, Kansas","12721","11748","973",
"0500000US20115","Marion County, Kansas","5946","5005","941",
"0500000US20117","Marshall County, Kansas","4866","4300","566",
"0500000US20119","Meade County, Kansas","1998","1713","285",
"0500000US20121","Miami County, Kansas","13190","12161","1029",
"0500000US20123","Mitchell County, Kansas","3296","2790","506",
"0500000US20125","Montgomery County, Kansas","16578","14382","2196",
"0500000US20127","Morris County, Kansas","3206","2554","652",
"0500000US20129","Morton County, Kansas","1467","1250","217",
"0500000US20131","Nemaha County, Kansas","4562","4115","447",
"0500000US20133","Neosho County, Kansas","7513","6645","868",
"0500000US20135","Ness County, Kansas","1740","1365","375",
"0500000US20137","Norton County, Kansas","2542","2163","379",
"0500000US20139","Osage County, Kansas","7503","6552","951",
"0500000US20141","Osborne County, Kansas","2206","1742","464",
"0500000US20143","Ottawa County, Kansas","2779","2456","323",
"0500000US20145","Pawnee County, Kansas","3152","2665","487",
"0500000US20147","Phillips County, Kansas","3049","2432","617",
"0500000US20149","Pottawatomie County, Kansas","8626","7878","748",
"0500000US20151","Pratt County, Kansas","4514","3956","558",
"0500000US20153","Rawlins County, Kansas","1458","1176","282",
"0500000US20155","Reno County, Kansas","28274","25794","2480",
"0500000US20157","Republic County, Kansas","2877","2274","603",
"0500000US20159","Rice County, Kansas","4548","3906","642",
"0500000US20161","Riley County, Kansas","28212","25796","2416",
"0500000US20163","Rooks County, Kansas","2768","2238","530",
"0500000US20165","Rush County, Kansas","1869","1511","358",
"0500000US20167","Russell County, Kansas","3910","3173","737",
"0500000US20169","Saline County, Kansas","24101","22416","1685",
"0500000US20171","Scott County, Kansas","2193","1983","210",
"0500000US20173","Sedgwick County, Kansas","211593","193502","18091",
"0500000US20175","Seward County, Kansas","8061","7460","601",
"0500000US20177","Shawnee County, Kansas","79140","72600","6540",
"0500000US20179","Sheridan County, Kansas","1265","1099","166",
"0500000US20181","Sherman County, Kansas","3148","2608","540",
"0500000US20183","Smith County, Kansas","2232","1748","484",
"0500000US20185","Stafford County, Kansas","2319","1907","412",
"0500000US20187","Stanton County, Kansas","990","825","165",
"0500000US20189","Stevens County, Kansas","2306","2044","262",
"0500000US20191","Sumner County, Kansas","10865","9454","1411",
"0500000US20193","Thomas County, Kansas","3536","3196","340",
"0500000US20195","Trego County, Kansas","1682","1358","324",
"0500000US20197","Wabaunsee County, Kansas","3227","2737","490",
"0500000US20199","Wallace County, Kansas","781","620","161",
"0500000US20201","Washington County, Kansas","2955","2474","481",
"0500000US20203","Wichita County, Kansas","1054","891","163",
"0500000US20205","Wilson County, Kansas","4682","3933","749",
"0500000US20207","Woodson County, Kansas","2022","1524","498",
"0500000US20209","Wyandotte County, Kansas","66747","58399","8348",
"0500000US21001","Adair County, Kentucky","8568","7285","1283",
"0500000US21003","Allen County, Kentucky","9307","7848","1459",
"0500000US21005","Anderson County, Kentucky","9127","8369","758",
"0500000US21007","Ballard County, Kentucky","3885","3397","488",
"0500000US21009","Barren County, Kentucky","19188","16999","2189",
"0500000US21011","Bath County, Kentucky","5405","4587","818",
"0500000US21013","Bell County, Kentucky","13154","11787","1367",
"0500000US21015","Boone County, Kentucky","46154","43216","2938",
"0500000US21017","Bourbon County, Kentucky","8927","7976","951",
"0500000US21019","Boyd County, Kentucky","21803","19787","2016",
"0500000US21021","Boyle County, Kentucky","12312","11075","1237",
"0500000US21023","Bracken County, Kentucky","3840","3317","523",
"0500000US21025","Breathitt County, Kentucky","6231","5494","737",
"0500000US21027","Breckinridge County, Kentucky","10630","7827","2803",
"0500000US21029","Bullitt County, Kentucky","29318","27673","1645",
"0500000US21031","Butler County, Kentucky","5877","5057","820",
"0500000US21033","Caldwell County, Kentucky","6292","5393","899",
"0500000US21035","Calloway County, Kentucky","18065","15530","2535",
"0500000US21037","Campbell County, Kentucky","39523","36069","3454",
"0500000US21039","Carlisle County, Kentucky","2441","2116","325",
"0500000US21041","Carroll County, Kentucky","4696","4061","635",
"0500000US21043","Carter County, Kentucky","12311","10760","1551",
"0500000US21045","Casey County, Kentucky","7487","6351","1136",
"0500000US21047","Christian County, Kentucky","29459","26144","3315",
"0500000US21049","Clark County, Kentucky","15706","14267","1439",
"0500000US21051","Clay County, Kentucky","8875","7732","1143",
"0500000US21053","Clinton County, Kentucky","5311","4358","953",
"0500000US21055","Crittenden County, Kentucky","4569","3781","788",
"0500000US21057","Cumberland County, Kentucky","3690","2883","807",
"0500000US21059","Daviess County, Kentucky","41452","38619","2833",
"0500000US21061","Edmonson County, Kentucky","6467","4857","1610",
"0500000US21063","Elliott County, Kentucky","3371","2773","598",
"0500000US21065","Estill County, Kentucky","6865","5984","881",
"0500000US21067","Fayette County, Kentucky","135160","123043","12117",
"0500000US21069","Fleming County, Kentucky","6623","5729","894",
"0500000US21071","Floyd County, Kentucky","18175","16060","2115",
"0500000US21073","Franklin County, Kentucky","23164","20662","2502",
"0500000US21075","Fulton County, Kentucky","3372","2864","508",
"0500000US21077","Gallatin County, Kentucky","3786","3160","626",
"0500000US21079","Garrard County, Kentucky","7463","6668","795",
"0500000US21081","Grant County, Kentucky","9942","8614","1328",
"0500000US21083","Graves County, Kentucky","16777","14978","1799",
"0500000US21085","Grayson County, Kentucky","13561","10082","3479",
"0500000US21087","Green County, Kentucky","5324","4601","723",
"0500000US21089","Greenup County, Kentucky","16330","14671","1659",
"0500000US21091","Hancock County, Kentucky","3734","3285","449",
"0500000US21093","Hardin County, Kentucky","43261","39853","3408",
"0500000US21095","Harlan County, Kentucky","13513","11789","1724",
"0500000US21097","Harrison County, Kentucky","8208","7343","865",
"0500000US21099","Hart County, Kentucky","8559","7097","1462",
"0500000US21101","Henderson County, Kentucky","20320","18705","1615",
"0500000US21103","Henry County, Kentucky","6640","5963","677",
"0500000US21105","Hickman County, Kentucky","2342","2028","314",
"0500000US21107","Hopkins County, Kentucky","21180","18980","2200",
"0500000US21109","Jackson County, Kentucky","6523","5486","1037",
"0500000US21111","Jefferson County, Kentucky","337616","309175","28441",
"0500000US21113","Jessamine County, Kentucky","19331","17642","1689",
"0500000US21115","Johnson County, Kentucky","10624","9362","1262",
"0500000US21117","Kenton County, Kentucky","68975","62768","6207",
"0500000US21119","Knott County, Kentucky","7461","6414","1047",
"0500000US21121","Knox County, Kentucky","14485","12722","1763",
"0500000US21123","Larue County, Kentucky","6172","5615","557",
"0500000US21125","Laurel County, Kentucky","25446","23014","2432",
"0500000US21127","Lawrence County, Kentucky","7286","6239","1047",
"0500000US21129","Lee County, Kentucky","3436","2910","526",
"0500000US21131","Leslie County, Kentucky","5278","4555","723",
"0500000US21133","Letcher County, Kentucky","11601","10014","1587",
"0500000US21135","Lewis County, Kentucky","6481","5497","984",
"0500000US21137","Lincoln County, Kentucky","10819","9777","1042",
"0500000US21139","Livingston County, Kentucky","4824","3985","839",
"0500000US21141","Logan County, Kentucky","12339","10666","1673",
"0500000US21143","Lyon County, Kentucky","4791","3287","1504",
"0500000US21145","McCracken County, Kentucky","31079","28227","2852",
"0500000US21147","McCreary County, Kentucky","7507","6477","1030",
"0500000US21149","McLean County, Kentucky","4264","3833","431",
"0500000US21151","Madison County, Kentucky","35043","31973","3070",
"0500000US21153","Magoffin County, Kentucky","5950","5309","641",
"0500000US21155","Marion County, Kentucky","8182","7358","824",
"0500000US21157","Marshall County, Kentucky","15748","13073","2675",
"0500000US21159","Martin County, Kentucky","5164","4516","648",
"0500000US21161","Mason County, Kentucky","8105","7031","1074",
"0500000US21163","Meade County, Kentucky","11762","10471","1291",
"0500000US21165","Menifee County, Kentucky","3744","2440","1304",
"0500000US21167","Mercer County, Kentucky","9941","8682","1259",
"0500000US21169","Metcalfe County, Kentucky","4681","4055","626",
"0500000US21171","Monroe County, Kentucky","5204","4509","695",
"0500000US21173","Montgomery County, Kentucky","11699","10435","1264",
"0500000US21175","Morgan County, Kentucky","5830","4860","970",
"0500000US21177","Muhlenberg County, Kentucky","13699","12052","1647",
"0500000US21179","Nelson County, Kentucky","18075","16826","1249",
"0500000US21181","Nicholas County, Kentucky","3261","2809","452",
"0500000US21183","Ohio County, Kentucky","10219","9176","1043",
"0500000US21185","Oldham County, Kentucky","20688","19431","1257",
"0500000US21187","Owen County, Kentucky","5634","4296","1338",
"0500000US21189","Owsley County, Kentucky","2328","1914","414",
"0500000US21191","Pendleton County, Kentucky","6339","5494","845",
"0500000US21193","Perry County, Kentucky","12791","11319","1472",
"0500000US21195","Pike County, Kentucky","30304","26728","3576",
"0500000US21197","Powell County, Kentucky","5598","4834","764",
"0500000US21199","Pulaski County, Kentucky","31443","25722","5721",
"0500000US21201","Robertson County, Kentucky","1095","902","193",
"0500000US21203","Rockcastle County, Kentucky","7703","6750","953",
"0500000US21205","Rowan County, Kentucky","10102","8864","1238",
"0500000US21207","Russell County, Kentucky","9993","7401","2592",
"0500000US21209","Scott County, Kentucky","19303","17408","1895",
"0500000US21211","Shelby County, Kentucky","16606","15321","1285",
"0500000US21213","Simpson County, Kentucky","7435","6753","682",
"0500000US21215","Spencer County, Kentucky","6704","6165","539",
"0500000US21217","Taylor County, Kentucky","10864","9832","1032",
"0500000US21219","Todd County, Kentucky","5286","4647","639",
"0500000US21221","Trigg County, Kentucky","7810","5883","1927",
"0500000US21223","Trimble County, Kentucky","3930","3420","510",
"0500000US21225","Union County, Kentucky","6141","5549","592",
"0500000US21227","Warren County, Kentucky","47223","43674","3549",
"0500000US21229","Washington County, Kentucky","5044","4507","537",
"0500000US21231","Wayne County, Kentucky","10942","8646","2296",
"0500000US21233","Webster County, Kentucky","5936","5272","664",
"0500000US21235","Whitley County, Kentucky","15166","13575","1591",
"0500000US21237","Wolfe County, Kentucky","3660","3065","595",
"0500000US21239","Woodford County, Kentucky","10711","9806","905",
"0500000US22001","Acadia Parish, Louisiana","25387","22841","2546",
"0500000US22003","Allen Parish, Louisiana","9733","8516","1217",
"0500000US22005","Ascension Parish, Louisiana","40784","37790","2994",
"0500000US22007","Assumption Parish, Louisiana","10351","8736","1615",
"0500000US22009","Avoyelles Parish, Louisiana","18042","15432","2610",
"0500000US22011","Beauregard Parish, Louisiana","15040","13159","1881",
"0500000US22013","Bienville Parish, Louisiana","7718","5838","1880",
"0500000US22015","Bossier Parish, Louisiana","49351","45215","4136",
"0500000US22017","Caddo Parish, Louisiana","112028","102139","9889",
"0500000US22019","Calcasieu Parish, Louisiana","82058","73996","8062",
"0500000US22021","Caldwell Parish, Louisiana","4994","3905","1089",
"0500000US22023","Cameron Parish, Louisiana","3593","2575","1018",
"0500000US22025","Catahoula Parish, Louisiana","4877","3834","1043",
"0500000US22027","Claiborne Parish, Louisiana","7761","6017","1744",
"0500000US22029","Concordia Parish, Louisiana","9383","7613","1770",
"0500000US22031","De Soto Parish, Louisiana","12290","10562","1728",
"0500000US22033","East Baton Rouge Parish, Louisiana","187353","172057","15296",
"0500000US22035","East Carroll Parish, Louisiana","2904","2552","352",
"0500000US22037","East Feliciana Parish, Louisiana","8014","7022","992",
"0500000US22039","Evangeline Parish, Louisiana","14662","12829","1833",
"0500000US22041","Franklin Parish, Louisiana","9034","7904","1130",
"0500000US22043","Grant Parish, Louisiana","8886","7496","1390",
"0500000US22045","Iberia Parish, Louisiana","29698","26778","2920",
"0500000US22047","Iberville Parish, Louisiana","12707","11072","1635",
"0500000US22049","Jackson Parish, Louisiana","7680","6261","1419",
"0500000US22051","Jefferson Parish, Louisiana","189135","169647","19488",
"0500000US22053","Jefferson Davis Parish, Louisiana","13306","11771","1535",
"0500000US22055","Lafayette Parish, Louisiana","93656","87027","6629",
"0500000US22057","Lafourche Parish, Louisiana","38582","35486","3096",
"0500000US22059","La Salle Parish, Louisiana","6560","5468","1092",
"0500000US22061","Lincoln Parish, Louisiana","19479","17599","1880",
"0500000US22063","Livingston Parish, Louisiana","50170","46007","4163",
"0500000US22065","Madison Parish, Louisiana","4804","4025","779",
"0500000US22067","Morehouse Parish, Louisiana","12423","10853","1570",
"0500000US22069","Natchitoches Parish, Louisiana","18587","15614","2973",
"0500000US22071","Orleans Parish, Louisiana","189896","142158","47738",
"0500000US22073","Ouachita Parish, Louisiana","64481","58691","5790",
"0500000US22075","Plaquemines Parish, Louisiana","9596","8077","1519",
"0500000US22077","Pointe Coupee Parish, Louisiana","11130","9082","2048",
"0500000US22079","Rapides Parish, Louisiana","55684","50401","5283",
"0500000US22081","Red River Parish, Louisiana","4128","3472","656",
"0500000US22083","Richland Parish, Louisiana","8621","7551","1070",
"0500000US22085","Sabine Parish, Louisiana","14130","9622","4508",
"0500000US22087","St. Bernard Parish, Louisiana","16794","13221","3573",
"0500000US22089","St. Charles Parish, Louisiana","19896","18557","1339",
"0500000US22091","St. Helena Parish, Louisiana","5150","4333","817",
"0500000US22093","St. James Parish, Louisiana","8455","7717","738",
"0500000US22095","St. John the Baptist Parish, Louisiana","17510","15965","1545",
"0500000US22097","St. Landry Parish, Louisiana","35692","31857","3835",
"0500000US22099","St. Martin Parish, Louisiana","21941","19216","2725",
"0500000US22101","St. Mary Parish, Louisiana","23028","20457","2571",
"0500000US22103","St. Tammany Parish, Louisiana","95412","87521","7891",
"0500000US22105","Tangipahoa Parish, Louisiana","50073","45135","4938",
"0500000US22107","Tensas Parish, Louisiana","3357","2172","1185",
"0500000US22109","Terrebonne Parish, Louisiana","43887","40091","3796",
"0500000US22111","Union Parish, Louisiana","11346","9144","2202",
"0500000US22113","Vermilion Parish, Louisiana","25235","21889","3346",
"0500000US22115","Vernon Parish, Louisiana","21433","19165","2268",
"0500000US22117","Washington Parish, Louisiana","21039","18113","2926",
"0500000US22119","Webster Parish, Louisiana","19336","16537","2799",
"0500000US22121","West Baton Rouge Parish, Louisiana","9324","8688","636",
"0500000US22123","West Carroll Parish, Louisiana","5046","4452","594",
"0500000US22125","West Feliciana Parish, Louisiana","5097","3971","1126",
"0500000US22127","Winn Parish, Louisiana","7234","5469","1765",
"0500000US23001","Androscoggin County, Maine","49090","44315","4775",
"0500000US23003","Aroostook County, Maine","39529","30961","8568",
"0500000US23005","Cumberland County, Maine","138657","117339","21318",
"0500000US23007","Franklin County, Maine","21709","13000","8709",
"0500000US23009","Hancock County, Maine","40184","24221","15963",
"0500000US23011","Kennebec County, Maine","60972","51128","9844",
"0500000US23013","Knox County, Maine","23744","17258","6486",
"0500000US23015","Lincoln County, Maine","23493","15149","8344",
"0500000US23017","Oxford County, Maine","36055","24300","11755",
"0500000US23019","Penobscot County, Maine","73860","62966","10894",
"0500000US23021","Piscataquis County, Maine","15340","7825","7515",
"0500000US23023","Sagadahoc County, Maine","18288","15088","3200",
"0500000US23025","Somerset County, Maine","30569","21927","8642",
"0500000US23027","Waldo County, Maine","21566","16431","5135",
"0500000US23029","Washington County, Maine","23001","14302","8699",
"0500000US23031","York County, Maine","105773","81009","24764",
"0500000US24001","Allegany County, Maryland","33311","29177","4134",
"0500000US24003","Anne Arundel County, Maryland","212562","199378","13184",
"0500000US24005","Baltimore County, Maryland","335622(r18612)","316715(r3823)","18907(r12104)",
"0500000US24009","Calvert County, Maryland","33780","30873","2907",
"0500000US24011","Caroline County, Maryland","13482","12158","1324",
"0500000US24013","Carroll County, Maryland","62406","59786","2620",
"0500000US24015","Cecil County, Maryland","41103","36867","4236",
"0500000US24017","Charles County, Maryland","54963","51214","3749",
"0500000US24019","Dorchester County, Maryland","16554","13522","3032",
"0500000US24021","Frederick County, Maryland","90136","84800","5336",
"0500000US24023","Garrett County, Maryland","18854","12057","6797",
"0500000US24025","Harford County, Maryland","95554","90218","5336",
"0500000US24027","Howard County, Maryland","109282","104749","4533",
"0500000US24029","Kent County, Maryland","10549","8165","2384",
"0500000US24031","Montgomery County, Maryland","375905","357086","18819",
"0500000US24033","Prince George's County, Maryland","328182","304042","24140",
"0500000US24035","Queen Anne's County, Maryland","20140","18016","2124",
"0500000US24037","St. Mary's County, Maryland","41282","37604","3678",
"0500000US24039","Somerset County, Maryland","11130","8788","2342",
"0500000US24041","Talbot County, Maryland","19577","16157","3420",
"0500000US24043","Washington County, Maryland","60814","55687","5127",
"0500000US24045","Wicomico County, Maryland","41192","37220","3972",
"0500000US24047","Worcester County, Maryland","55749","22229","33520",
"0500000US24510","Baltimore city, Maryland","296685(r18689)","249903(r3896)","46782(r12118)",
"0500000US25001","Barnstable County, Massachusetts","160281","95755","64526",
"0500000US25003","Berkshire County, Massachusetts","68508","56091","12417",
"0500000US25005","Bristol County, Massachusetts","230535","213010","17525",
"0500000US25007","Dukes County, Massachusetts","17188","7368","9820",
"0500000US25009","Essex County, Massachusetts","306754","285956","20798",
"0500000US25011","Franklin County, Massachusetts","33758","30462","3296",
"0500000US25013","Hampden County, Massachusetts","192175","179927","12248",
"0500000US25015","Hampshire County, Massachusetts","62603","58702","3901",
"0500000US25017","Middlesex County, Massachusetts","612004","580688","31316",
"0500000US25019","Nantucket County, Massachusetts","11618","4229","7389",
"0500000US25021","Norfolk County, Massachusetts","270359","257914","12445",
"0500000US25023","Plymouth County, Massachusetts","200161","181126","19035",
"0500000US25025","Suffolk County, Massachusetts","315522","292767","22755",
"0500000US25027","Worcester County, Massachusetts","326788","303080","23708",
"0500000US26001","Alcona County, Michigan","11073","5089","5984",
"0500000US26003","Alger County, Michigan","6554","3898","2656",
"0500000US26005","Allegan County, Michigan","49426","42018","7408",
"0500000US26007","Alpena County, Michigan","16053","12791","3262",
"0500000US26009","Antrim County, Michigan","17824","9890","7934",
"0500000US26011","Arenac County, Michigan","9803","6701","3102",
"0500000US26013","Baraga County, Michigan","5270","3444","1826",
"0500000US26015","Barry County, Michigan","27010","22551","4459",
"0500000US26017","Bay County, Michigan","48220","44603","3617",
"0500000US26019","Benzie County, Michigan","12199","7298","4901",
"0500000US26021","Berrien County, Michigan","76922","63054","13868",
"0500000US26023","Branch County, Michigan","20841","16419","4422",
"0500000US26025","Calhoun County, Michigan","61042","54016","7026",
"0500000US26027","Cass County, Michigan","25887","20604","5283",
"0500000US26029","Charlevoix County, Michigan","17249","10882","6367",
"0500000US26031","Cheboygan County, Michigan","18298","11133","7165",
"0500000US26033","Chippewa County, Michigan","21253","14329","6924",
"0500000US26035","Clare County, Michigan","23233","12966","10267",
"0500000US26037","Clinton County, Michigan","30695","28766","1929",
"0500000US26039","Crawford County, Michigan","11092","6016","5076",
"0500000US26041","Delta County, Michigan","20214","15992","4222",
"0500000US26043","Dickinson County, Michigan","13990","11359","2631",
"0500000US26045","Eaton County, Michigan","47050","43494","3556",
"0500000US26047","Emmet County, Michigan","21304","13601","7703",
"0500000US26049","Genesee County, Michigan","192180","169202","22978",
"0500000US26051","Gladwin County, Michigan","17672","10753","6919",
"0500000US26053","Gogebic County, Michigan","10795","7037","3758",
"0500000US26055","Grand Traverse County, Michigan","41599","35328","6271",
"0500000US26057","Gratiot County, Michigan","16339","14852","1487",
"0500000US26059","Hillsdale County, Michigan","21757","17792","3965",
"0500000US26061","Houghton County, Michigan","18636","14232","4404",
"0500000US26063","Huron County, Michigan","21199","14348","6851",
"0500000US26065","Ingham County, Michigan","121281","111162","10119",
"0500000US26067","Ionia County, Michigan","24778","22144","2634",
"0500000US26069","Iosco County, Michigan","20443","11757","8686",
"0500000US26071","Iron County, Michigan","9197","5577","3620",
"0500000US26073","Isabella County, Michigan","28381","25586","2795",
"0500000US26075","Jackson County, Michigan","69458","60771","8687",
"0500000US26077","Kalamazoo County, Michigan","110007","100610","9397",
"0500000US26079","Kalkaska County, Michigan","12171","6962","5209",
"0500000US26081","Kent County, Michigan","246901","227239","19662",
"0500000US26083","Keweenaw County, Michigan","2467","1013","1454",
"0500000US26085","Lake County, Michigan","14966","5158","9808",
"0500000US26087","Lapeer County, Michigan","36332","32776","3556",
